# We use 12-month moving average values in the fit				
#				
# Year	log( CO2 / 277.3 )	Volcanic	Temperature (C) 	Uncertainty (C, 1 sigma)
1879.75	0.0468319512	0.007619109	8.3827791	0.0940708756
1879.8333333333	0.0469297102	0.0074022078	8.3663836	0.0910102281
1879.9166666667	0.0470282791	0.0071914813	8.4017811	0.0905157808
1880	0.0471276546	0.0069867538	8.4176588	0.0904844339
1880.0833333333	0.047227831	0.0067878545	8.4021559	0.0938998063
1880.1666666667	0.0473288006	0.0065946174	8.4525471	0.0964656672
1880.25	0.0474305536	0.0064068815	8.4487772	0.0977310453
1880.3333333333	0.0475330781	0.00622449	8.4155054	0.0945628897
1880.4166666667	0.0476363598	0.0060472908	8.449357	0.0962489178
1880.5	0.0477403825	0.0058751362	8.4792528	0.0976564618
1880.5833333333	0.0478451279	0.0057078825	8.5471945	0.0881678487
1880.6666666667	0.0479505764	0.0055453902	8.5980701	0.0863163489
1880.75	0.0480567088	0.0053875237	8.6136284	0.0873894274
1880.8333333333	0.0481635054	0.0052341513	8.6777506	0.0913115724
1880.9166666667	0.0482709469	0.0050851452	8.6849623	0.0925659186
1881	0.0483790138	0.004940381	8.6446066	0.0930451459
1881.0833333333	0.0484876866	0.0047997379	8.6502924	0.0954665945
1881.1666666667	0.0485969459	0.0046630987	8.6452255	0.1001044172
1881.25	0.0487067724	0.0045303493	8.6695719	0.0927547985
1881.3333333333	0.0488171465	0.0044013791	8.687727	0.0900148994
1881.4166666667	0.0489280489	0.0042760804	8.6507797	0.0871380751
1881.5	0.0490394602	0.0041543487	8.6544933	0.0949753111
1881.5833333333	0.0491513609	0.0040360824	8.6822996	0.1060128254
1881.6666666667	0.0492637318	0.003921183	8.7243052	0.1248824241
1881.75	0.0493765534	0.0038095545	8.7395086	0.1261505509
1881.8333333333	0.0494898063	0.0037011039	8.690649	0.1289825849
1881.9166666667	0.0496034712	0.0035957407	8.6624022	0.1292675124
1882	0.0497175287	0.0034933769	8.6651964	0.1250090388
1882.0833333333	0.0498319596	0.0033939272	8.631176	0.1255119011
1882.1666666667	0.0499467443	0.0032973087	8.6286745	0.1265200525
1882.25	0.0500618637	0.0032034407	8.6342974	0.1270492623
1882.3333333333	0.0501772985	0.003112245	8.5898428	0.1248217133
1882.4166666667	0.0502930292	0.0030236454	8.5503101	0.1138284956
1882.5	0.0504090366	0.0029375681	8.4769611	0.1035849594
1882.5833333333	0.0505253014	0.0028539412	8.3500814	0.1039096184
1882.6666666667	0.0506418043	0.0027726951	8.2439537	0.1022841573
1882.75	0.0507585261	0.0026937618	8.2439632	0.1001611163
1882.8333333333	0.0508754474	0.0026170757	8.252944	0.1012946244
1882.9166666667	0.0509925491	0.0025425726	8.2583647	0.1035399747
1883	0.0511098118	0.0024701905	8.3048487	0.1010446087
1883.0833333333	0.0512272163	1.7983028585	8.334918	0.1059995058
1883.1666666667	0.0513447435	3.5430116564	8.3057346	0.1071318955
1883.25	0.051462374	5.2380519815	8.2823849	0.1100689433
1883.3333333333	0.0515800886	6.884837799	8.3233547	0.1094507428
1883.4166666667	0.0516978683	8.4847428209	8.3307695	0.1160850179
1883.5	0.0518156936	10.0391016525	8.4037361	0.1128594436
1883.5833333333	0.0519335456	11.5492109054	8.4420595	0.112853787
1883.6666666667	0.052051405	13.0163302792	8.4868259	0.1111265886
1883.75	0.0521692525	14.4416836123	8.3917484	0.1148565484
1883.8333333333	0.0522870692	15.8264599029	8.3508196	0.1131260668
1883.9166666667	0.0524048357	17.1718143006	8.2925959	0.1123623155
1884	0.0525225331	18.4788690701	8.2360697	0.1141221246
1884.0833333333	0.0526401421	17.952811538	8.2129526	0.1117297917
1884.1666666667	0.0527576436	17.4417298426	8.2125187	0.1116341264
1884.25	0.0528750185	16.9451976511	8.2015486	0.1076992259
1884.3333333333	0.0529922477	16.4628007672	8.1858501	0.1132545921
1884.4166666667	0.0531093122	15.9941367862	8.2044373	0.1131772633
1884.5	0.0532261927	15.538814759	8.2021408	0.1097842106
1884.5833333333	0.0533428703	15.096454866	8.1351156	0.1068241082
1884.6666666667	0.0534593258	14.6666881005	8.1193371	0.1036216837
1884.75	0.0535755403	14.2491559606	8.1797495	0.1037661412
1884.8333333333	0.0536914946	13.8435101502	8.1935663	0.1083901735
1884.9166666667	0.0538071698	13.4494122886	8.2248869	0.1105604498
1885	0.0539225467	13.0665336281	8.2343826	0.1104994482
1885.0833333333	0.0540376064	12.6945547799	8.2502451	0.1097178014
1885.1666666667	0.0541523298	12.3331654474	8.2557516	0.10575489
1885.25	0.0542666979	11.9820641676	8.2726068	0.1072383011
1885.3333333333	0.0543806917	11.6409580598	8.2822237	0.1037233994
1885.4166666667	0.0544942923	11.3095625807	8.30655	0.0992339248
1885.5	0.0546074806	10.9876012877	8.3547668	0.0952621982
1885.5833333333	0.0547202377	10.6748056076	8.3970442	0.0906871025
1885.6666666667	0.0548325446	10.3709146134	8.3583364	0.0865692142
1885.75	0.0549443824	10.0756748059	8.3329039	0.0805101523
1885.8333333333	0.055055732	9.7888399026	8.3682928	0.0804840835
1885.9166666667	0.0551665745	9.5101706322	8.383215	0.0811523935
1886	0.0552768911	9.239434535	8.3888569	0.0779146751
1886.0833333333	0.0553866628	9.1347303844	8.4100504	0.0772621063
1886.1666666667	0.0554958706	9.0330069577	8.4065962	0.0789993673
1886.25	0.0556044956	8.9341793995	8.4166832	0.0780232138
1886.3333333333	0.055712519	8.8381652701	8.4008455	0.078353107
1886.4166666667	0.0558199217	8.7448844765	8.380147	0.0858561278
1886.5	0.0559266851	8.6542592061	8.3535833	0.0898549715
1886.5833333333	0.0560327901	8.5662138612	8.285923	0.0969780661
1886.6666666667	0.0561382178	8.4806749963	8.3137064	0.0979101967
1886.75	0.0562429495	8.3975712569	8.3322535	0.1009412319
1886.8333333333	0.0563469662	8.3168333196	8.3263073	0.094453966
1886.9166666667	0.056450249	8.2383938347	8.3396673	0.0962812448
1887	0.0565527792	8.1621873697	8.3525763	0.1014335652
1887.0833333333	0.0566545378	7.9298257393	8.3418407	0.1034189633
1887.1666666667	0.0567555061	7.7040789935	8.3244781	0.1020672701
1887.25	0.0568556651	7.4847588194	8.3310766	0.1046299658
1887.3333333333	0.0569549962	7.2716822649	8.34163	0.1024292346
1887.4166666667	0.0570534803	7.0646715862	8.3726282	0.0947935601
1887.5	0.0571510988	6.8635540998	8.3256607	0.0956973567
1887.5833333333	0.0572478328	6.6681620378	8.406745	0.1001505632
1887.6666666667	0.0573436634	6.4783324085	8.407527	0.0921513105
1887.75	0.057438572	6.2939068603	8.3916645	0.0846360957
1887.8333333333	0.0575325396	6.1147315494	8.3947515	0.0855636736
1887.9166666667	0.0576255476	5.9406570118	8.3770618	0.0917883229
1888	0.057717577	5.7715380384	8.3830719	0.1017485468
1888.0833333333	0.0578086092	5.6072335539	8.399826	0.1004635258
1888.1666666667	0.0578986253	5.4476064991	8.4350729	0.1050459666
1888.25	0.0579876065	5.2925237167	8.4363241	0.1046738285
1888.3333333333	0.0580755342	5.1418558401	8.4736071	0.1077443676
1888.4166666667	0.0581623894	4.9954771855	8.483264	0.1081781048
1888.5	0.0582481535	4.853265647	8.5031605	0.1064424286
1888.5833333333	0.0583328076	4.715102595	8.4902916	0.103780104
1888.6666666667	0.058416333	4.5808727768	8.5955515	0.1130030511
1888.75	0.058498711	4.450464221	8.6728716	0.1174548426
1888.8333333333	0.0585799228	4.3237681437	8.7398252	0.113320566
1888.9166666667	0.0586599496	4.2006788578	8.785284	0.1030347719
1889	0.0587387727	4.0810936848	8.8128386	0.0962064945
1889.0833333333	0.0588163733	3.9649128697	8.8157969	0.0896609868
1889.1666666667	0.0588927327	3.8520394968	8.8186102	0.0855144177
1889.25	0.0589678321	3.7423794097	8.8036537	0.0838486784
1889.3333333333	0.0590416528	3.6358411324	8.7725945	0.085582084
1889.4166666667	0.059114176	3.5323357931	8.7203875	0.0902844027
1889.5	0.059185383	3.4317770499	8.7190104	0.0932783069
1889.5833333333	0.0592552551	3.3340810189	8.729229	0.0818072849
1889.6666666667	0.0593237755	3.2391662042	8.6514168	0.0758062334
1889.75	0.0593909311	3.1469534301	8.5724087	0.074223607
1889.8333333333	0.0594567124	3.0573657747	8.5072269	0.0776068598
1889.9166666667	0.0595211138	2.9703285059	8.4522648	0.0821032856
1890	0.0595841333	2.8857690192	8.4179401	0.0801633536
1890.0833333333	0.0596457728	2.8036167769	8.3984442	0.0838864751
1890.1666666667	0.0597060376	2.7238032496	8.3720083	0.0896784391
1890.25	0.0597649372	2.6462618584	8.3720274	0.0889038951
1890.3333333333	0.0598224843	2.5709279201	8.402709	0.0929688104
1890.4166666667	0.0598786958	2.4977385927	8.4170771	0.0932493298
1890.5	0.0599335921	2.4266328235	8.4000673	0.0885137274
1890.5833333333	0.0599871972	2.3575512975	8.3882246	0.0907050777
1890.6666666667	0.060039537	2.2904363884	8.3466129	0.095523489
1890.75	0.0600906376	2.2252321105	8.384263	0.0968746951
1890.8333333333	0.0601405249	2.1618840719	8.3677244	0.0908311818
1890.9166666667	0.0601892248	2.1003394289	8.3834448	0.0930237855
1891	0.0602367635	2.0405468424	8.3873568	0.0938504255
1891.0833333333	0.0602831667	1.9824564348	8.3771915	0.0915254464
1891.1666666667	0.0603284605	1.9260197484	8.3919973	0.0882298905
1891.25	0.0603726707	1.8711897048	8.4102221	0.0868481915
1891.3333333333	0.0604158234	1.8179205662	8.3714914	0.086845647
1891.4166666667	0.0604579444	1.7661678966	8.3550835	0.0902478469
1891.5	0.0604990597	1.7158885249	8.4152098	0.0898842514
1891.5833333333	0.0605391951	1.6670405094	8.4489307	0.0856212988
1891.6666666667	0.0605783766	1.6195831021	8.5245352	0.0733954767
1891.75	0.06061663	1.5734767151	8.5000725	0.0693828153
1891.8333333333	0.0606539812	1.5286828873	8.4908247	0.0714110649
1891.9166666667	0.0606904562	1.485164253	8.4758005	0.0673811571
1892	0.0607260807	1.4428845096	8.4980125	0.0701084051
1892.0833333333	0.0607608806	1.4018083885	8.4935217	0.0736402806
1892.1666666667	0.0607948819	1.3619016248	8.4866323	0.0757272036
1892.25	0.0608281103	1.3231309292	8.4824076	0.0760301846
1892.3333333333	0.0608605918	1.28546396	8.5258627	0.0750458889
1892.4166666667	0.060892352	1.2488692964	8.5116777	0.0792206994
1892.5	0.060923417	1.2133164118	8.4528723	0.077609186
1892.5833333333	0.0609538125	1.1787756487	8.3411436	0.0865293939
1892.6666666667	0.0609835644	1.1452181942	8.2492628	0.0894444028
1892.75	0.0610126985	1.1126160553	8.2896566	0.0907861002
1892.8333333333	0.0610412406	1.0809420359	8.3247862	0.0937545238
1892.9166666667	0.0610692165	1.0501697144	8.330842	0.0937069466
1893	0.061096652	1.0202734212	8.3127699	0.0912229535
1893.0833333333	0.061123573	0.9912282174	8.3456364	0.08779809
1893.1666666667	0.0611500052	0.9630098742	8.3471184	0.0869188902
1893.25	0.0611759746	0.9355948524	8.3489866	0.0891653074
1893.3333333333	0.0612015068	0.9089602831	8.3386459	0.0882161173
1893.4166666667	0.0612266276	0.8830839483	8.4207716	0.083050964
1893.5	0.0612513629	0.8579442625	8.4455299	0.0850126896
1893.5833333333	0.0612757384	0.8335202547	8.5295973	0.0780613476
1893.6666666667	0.06129978	0.8097915511	8.6290865	0.0785545809
1893.75	0.0613235134	0.7867383575	8.6468582	0.0831278019
1893.8333333333	0.0613469644	0.7643414437	8.6149149	0.0864249816
1893.9166666667	0.0613701588	0.7425821265	8.6267347	0.091788708
1894	0.0613931223	0.7214422548	8.6034002	0.0969268785
1894.0833333333	0.0614158808	0.7009041942	8.5771503	0.1013618865
1894.1666666667	0.06143846	0.6809508124	8.5815516	0.0982200835
1894.25	0.0614608856	0.6615654646	8.5609818	0.0975317648
1894.3333333333	0.0614831835	0.64273198	8.5578337	0.102365708
1894.4166666667	0.0615053794	0.6244346482	8.5137129	0.1085356645
1894.5	0.0615274991	0.6066582059	8.5136147	0.1114073622
1894.5833333333	0.0615495682	0.5893878244	8.4887037	0.1058318945
1894.6666666667	0.0615716127	0.5726090971	8.4245539	0.0963344971
1894.75	0.0615936582	0.5563080276	8.3856211	0.0922861408
1894.8333333333	0.0616157306	0.540471018	8.4346933	0.0895283898
1894.9166666667	0.0616378554	0.5250848572	8.4285088	0.0871063845
1895	0.0616600586	0.5101367106	8.4508114	0.0838470505
1895.0833333333	0.0616823658	0.4956141087	8.4584723	0.0828100635
1895.1666666667	0.0617048028	0.4815049371	8.4642477	0.0817585343
1895.25	0.0617273953	0.4677974262	8.4820681	0.0845634328
1895.3333333333	0.0617501691	0.4544801416	8.4787197	0.0840010451
1895.4166666667	0.0617731499	0.4415419741	8.5084076	0.079735284
1895.5	0.0617963634	0.4289721312	8.5368605	0.0747544827
1895.5833333333	0.0618198354	0.4167601274	8.6146116	0.0819767228
1895.6666666667	0.0618435916	0.4048957755	8.6663132	0.0881940672
1895.75	0.0618676578	0.3933691788	8.6405993	0.0912352465
1895.8333333333	0.0618920596	0.3821707218	8.573	0.0904924088
1895.9166666667	0.0619168227	0.3712910632	8.5752249	0.0870572375
1896	0.061941973	0.3607211274	8.5988512	0.0877409798
1896.0833333333	0.0619675361	0.3504520971	8.6170359	0.0863060419
1896.1666666667	0.0619935376	0.3404754062	8.6322241	0.0868385344
1896.25	0.0620200035	0.3307827323	8.6431971	0.0860034133
1896.3333333333	0.0620469592	0.32136599	8.6731987	0.0864282145
1896.4166666667	0.0620744306	0.3122173241	8.647357	0.0778813991
1896.5	0.0621024433	0.3033291029	8.6350336	0.0817421422
1896.5833333333	0.062131023	0.2946939122	8.5974836	0.0775520446
1896.6666666667	0.0621601955	0.2863045486	8.5774584	0.0785145953
1896.75	0.0621899864	0.2781540138	8.5773859	0.0732827258
1896.8333333333	0.0622204213	0.270235509	8.6408434	0.0731793097
1896.9166666667	0.0622515261	0.2625424286	8.6726294	0.0756342055
1897	0.0622833262	0.2550683553	8.6678171	0.0780406543
1897.0833333333	0.0623158475	0.2478070544	8.6728277	0.0788314875
1897.1666666667	0.0623491156	0.2407524685	8.6729927	0.0762461337
1897.25	0.0623831561	0.2338987131	8.678175	0.0749742327
1897.3333333333	0.0624179946	0.2272400708	8.6661539	0.0725648128
1897.4166666667	0.0624536569	0.2207709871	8.6896496	0.0694299029
1897.5	0.0624901686	0.2144860656	8.6738405	0.068134695
1897.5833333333	0.0625275554	0.2083800637	8.7456055	0.0753622257
1897.6666666667	0.0625658427	0.2024478878	8.7367668	0.0721958886
1897.75	0.0626050563	0.1966845894	8.688879	0.0731760768
1897.8333333333	0.0626452219	0.1910853609	8.6645365	0.0711926707
1897.9166666667	0.0626863649	0.1856455316	8.6327057	0.0733539417
1898	0.062728511	0.1803605637	8.6343126	0.0730687812
1898.0833333333	0.0627716858	0.1752260486	8.6142235	0.0725916385
1898.1666666667	0.0628159149	0.1702377031	8.6066923	0.0707247257
1898.25	0.0628612239	0.1653913661	8.591979	0.067606412
1898.3333333333	0.0629076384	0.160682995	8.555213	0.0630235106
1898.4166666667	0.0629551838	0.156108662	8.5321655	0.0682868194
1898.5	0.0630038858	0.1516645515	8.5410051	0.0691824922
1898.5833333333	0.06305377	0.1473469561	8.5209322	0.0684128564
1898.6666666667	0.0631048618	0.1431522743	8.5226068	0.0668614641
1898.75	0.0631571867	0.1390770069	8.5876741	0.0698099344
1898.8333333333	0.0632107704	0.1351177545	8.6107264	0.0708078715
1898.9166666667	0.0632656383	0.1312712143	8.6223536	0.0672882939
1899	0.0633218159	0.1275341777	8.5846195	0.0695260005
1899.0833333333	0.0633793286	0.1239035272	8.582654	0.0693699172
1899.1666666667	0.0634382021	0.1203762343	8.5897379	0.0676663973
1899.25	0.0634984617	0.1169493566	8.6171312	0.0692213626
1899.3333333333	0.0635601328	0.1136200354	8.6566868	0.0719385355
1899.4166666667	0.063623241	0.1103854935	8.7400703	0.0714684818
1899.5	0.0636878117	0.1072430328	8.7060957	0.0684821245
1899.5833333333	0.0637538701	0.1041900318	8.6211309	0.067283217
1899.6666666667	0.0638214396	0.1012239439	8.6706953	0.0617393614
1899.75	0.0638905392	0.0983422947	8.7424212	0.0598270025
1899.8333333333	0.0639611838	0.0955426805	8.7443209	0.0605902743
1899.9166666667	0.0640333843	0.0928227658	8.7728033	0.0606918876
1900	0.0641071472	0.0901802819	8.8100557	0.059086449
1900.0833333333	0.0641824748	0.0876130243	8.8151426	0.0594270071
1900.1666666667	0.0642593654	0.0851188515	8.825716	0.0588237059
1900.25	0.0643378129	0.0826956831	8.8084946	0.0585155497
1900.3333333333	0.0644178073	0.0803414975	8.831337	0.0609726758
1900.4166666667	0.0644993341	0.078054331	8.7752914	0.0620113676
1900.5	0.0645823748	0.0758322757	8.833724	0.0672662455
1900.5833333333	0.0646669069	0.073673478	8.8854761	0.0702425007
1900.6666666667	0.0647529056	0.0715761371	8.8878965	0.0742577492
1900.75	0.0648403462	0.0695385035	8.890296	0.0764702828
1900.8333333333	0.0649292039	0.0675588772	8.9110336	0.0741282928
1900.9166666667	0.0650194539	0.0656356072	8.894928	0.0735605227
1901	0.0651110714	0.0637670888	8.8984556	0.0731866357
1901.0833333333	0.0652040318	0.0619517636	8.9113169	0.0732443392
1901.1666666667	0.0652983101	0.0601881171	8.9123898	0.07739466
1901.25	0.0653938818	0.0584746783	8.9153719	0.0785462574
1901.3333333333	0.0654907219	0.0568100177	8.8591986	0.0760648275
1901.4166666667	0.0655888058	0.0551927468	8.8778267	0.0781735321
1901.5	0.0656881087	0.0536215164	8.8487024	0.077387959
1901.5833333333	0.0657886059	0.0520950159	8.8846083	0.0755962346
1901.6666666667	0.0658902726	0.0506119719	8.9245682	0.0753944322
1901.75	0.0659930842	0.0491711473	8.8740339	0.0743590357
1901.8333333333	0.0660970159	0.0477713402	8.828639	0.076110124
1901.9166666667	0.0662020429	0.0464113829	8.8052635	0.0772018313
1902	0.0663081406	0.0450901409	8.7883024	0.0774323412
1902.0833333333	0.0664152843	0.3538534424	8.7785988	0.0752287448
1902.1666666667	0.0665234493	0.653826852	8.7568626	0.0735483636
1902.25	0.0666326108	0.9452606009	8.7384777	0.0728709903
1902.3333333333	0.0667427443	1.2283977967	8.721859	0.074398448
1902.4166666667	0.066853825	1.5034746261	8.6550112	0.0751718995
1902.5	0.0669658283	1.7707205522	8.6016989	0.0783091938
1902.5833333333	0.0670787295	2.0303585056	8.5875444	0.0782136189
1902.6666666667	0.067192504	2.2826050704	8.5779696	0.0789136007
1902.75	0.0673071271	2.5276706651	8.5739107	0.0811629824
1902.8333333333	0.0674225742	2.7657597181	8.5669289	0.0813930266
1902.9166666667	0.0675388207	2.9970708379	8.5599251	0.0789617566
1903	0.0676558421	3.2217969792	8.5364037	0.0807272683
1903.0833333333	0.0677736135	3.1300786732	8.5175848	0.0824996545
1903.1666666667	0.0678921106	3.0409714093	8.5034895	0.0836954696
1903.25	0.0680113087	2.9544008563	8.4899473	0.078745513
1903.3333333333	0.0681311833	2.8702947988	8.4920244	0.0737780565
1903.4166666667	0.0682517097	2.7885830776	8.5107164	0.0703250651
1903.5	0.0683728635	2.7091975305	8.5262108	0.0678409013
1903.5833333333	0.06849462	2.6320719357	8.4611502	0.0677760372
1903.6666666667	0.0686169548	2.557141957	8.3640423	0.0663142928
1903.75	0.0687398434	2.4843450893	8.326705	0.0644683103
1903.8333333333	0.0688632612	2.4136206071	8.3061619	0.0708735259
1903.9166666667	0.0689871838	2.3449095136	8.306284	0.0730541089
1904	0.0691115866	2.2781544916	8.3134432	0.0726087478
1904.0833333333	0.0692364453	2.2132998554	8.2998552	0.0719240572
1904.1666666667	0.0693617352	2.1502915049	8.3037195	0.071947899
1904.25	0.0694874321	2.0890768798	8.2896471	0.0756751471
1904.3333333333	0.0696135113	2.0296049163	8.2910967	0.0799550048
1904.4166666667	0.0697399487	1.9718260041	8.3516092	0.0856965554
1904.5	0.0698667196	1.9156919454	8.3900919	0.083845191
1904.5833333333	0.0699937997	1.8611559143	8.4447889	0.0832204719
1904.6666666667	0.0701211647	1.8081724182	8.4081879	0.0829800128
1904.75	0.0702487901	1.7566972594	8.4209347	0.0814599114
1904.8333333333	0.0703766515	1.7066874985	8.4337626	0.0764461881
1904.9166666667	0.0705047247	1.6581014183	8.4491119	0.0757155372
1905	0.0706329853	1.6108984896	8.4611416	0.0710940399
1905.0833333333	0.0707614089	1.5650393366	8.4897623	0.0695799458
1905.1666666667	0.0708899713	1.5204857047	8.5000677	0.0659167006
1905.25	0.0710186481	1.4772004281	8.5340528	0.0656422287
1905.3333333333	0.071147415	1.4351473994	8.5582523	0.0653617661
1905.4166666667	0.0712762479	1.3942915388	8.55863	0.0641764905
1905.5	0.0714051223	1.3545987652	8.5553589	0.0636352194
1905.5833333333	0.071534014	1.3160359679	8.5390768	0.0675456969
1905.6666666667	0.0716628989	1.2785709785	8.5762405	0.0682401717
1905.75	0.0717917527	1.2421725446	8.6001797	0.0677222125
1905.8333333333	0.0719205511	1.2068103035	8.6714849	0.0642548919
1905.9166666667	0.07204927	1.1724547568	8.6976547	0.0657984556
1906	0.0721778851	1.1390772458	8.7266912	0.0702779231
1906.0833333333	0.0723063723	1.1066499277	8.7289095	0.0701656724
1906.1666666667	0.0724347075	1.0751457525	8.74088	0.0690586689
1906.25	0.0725628664	1.0445384399	8.7388611	0.0689250899
1906.3333333333	0.072690825	1.0148024581	8.751708	0.0688643288
1906.4166666667	0.072818559	0.985913002	8.6883707	0.0663616987
1906.5	0.0729460445	0.9578459727	8.7281656	0.06925563
1906.5833333333	0.0730732572	0.9305779572	8.7054596	0.0632497201
1906.6666666667	0.0732001731	0.9040862091	8.6906834	0.0590570379
1906.75	0.0733267681	0.8783486297	8.6678047	0.0597012409
1906.8333333333	0.0734530182	0.8533437492	8.5802984	0.0654405903
1906.9166666667	0.0735788992	0.8290507092	8.5037069	0.0654063616
1907	0.0737043871	0.8054492448	8.4424047	0.0659472231
1907.0833333333	0.073829458	0.7825196683	8.4056425	0.0657050728
1907.1666666667	0.0739540877	0.7602428523	8.3783798	0.0657937616
1907.25	0.0740782523	0.7386002141	8.3708334	0.0655515163
1907.3333333333	0.0742019278	0.7175736997	8.369319	0.0668644674
1907.4166666667	0.0743250901	0.6971457694	8.3490286	0.0672392046
1907.5	0.0744477154	0.6772993826	8.2801733	0.0647908311
1907.5833333333	0.0745697795	0.6580179839	8.3177557	0.0646078483
1907.6666666667	0.0746912587	0.6392854892	8.3722353	0.0660310662
1907.75	0.0748121289	0.6210862723	8.334445	0.0696868194
1907.8333333333	0.0749323662	0.6034051518	8.3567915	0.0692569546
1907.9166666667	0.0750519467	0.5862273784	8.4162779	0.0698571895
1908	0.0751708465	0.5695386229	8.4612865	0.0671370676
1908.0833333333	0.0752890416	0.5533249639	8.4991074	0.0656586357
1908.1666666667	0.0754065082	0.5375728762	8.4981432	0.066279646
1908.25	0.0755232223	0.52226922	8.5152817	0.068726723
1908.3333333333	0.0756391602	0.5074012291	8.4756708	0.0678829282
1908.4166666667	0.0757542979	0.492956501	8.4759035	0.0731560626
1908.5	0.0758686117	0.4789229863	8.4766922	0.0751248338
1908.5833333333	0.0759820775	0.4652889786	8.3997965	0.0766260766
1908.6666666667	0.0760946717	0.4520431046	8.3939772	0.0827576445
1908.75	0.0762063704	0.4391743149	8.4236002	0.0843473983
1908.8333333333	0.0763171497	0.4266718746	8.3976583	0.0805636967
1908.9166666667	0.0764269859	0.4145253546	8.3531065	0.0768574046
1909	0.0765358551	0.4027246224	8.3259029	0.0786089801
1909.0833333333	0.0766437335	0.3912598341	8.3142385	0.0779097685
1909.1666666667	0.0767505974	0.3801214262	8.344615	0.0803964679
1909.25	0.076856423	0.369300107	8.3442068	0.0788163125
1909.3333333333	0.0769611864	0.3587868499	8.3738422	0.0799569111
1909.4166666667	0.077064864	0.3485728847	8.4627218	0.0753525003
1909.5	0.077167432	0.3386496913	8.4825583	0.0765045021
1909.5833333333	0.0772688666	0.329008992	8.5609102	0.0833272511
1909.6666666667	0.0773691462	0.3196427446	8.5634108	0.0805038234
1909.75	0.0774682525	0.3105431362	8.5625439	0.0786513714
1909.8333333333	0.0775661711	0.3017025759	8.6078968	0.0799844246
1909.9166666667	0.0776628915	0.2931136892	8.6422453	0.0835768794
1910	0.0777584067	0.2847693114	8.6539335	0.0878091385
1910.0833333333	0.0778527136	0.2766624819	8.6768236	0.0913468997
1910.1666666667	0.0779458127	0.2687864381	8.6740007	0.0912866232
1910.25	0.0780377083	0.26113461	8.6616373	0.0921237394
1910.3333333333	0.0781284086	0.2537006145	8.6451712	0.0939547501
1910.4166666667	0.0782179252	0.2464782505	8.5580359	0.0972226133
1910.5	0.0783062738	0.2394614932	8.5096397	0.0916979625
1910.5833333333	0.0783934733	0.2326444893	8.4588985	0.0905207036
1910.6666666667	0.078479545	0.2260215523	8.4238901	0.0927504657
1910.75	0.0785645098	0.2195871574	8.405221	0.0936137802
1910.8333333333	0.0786483889	0.2133359373	8.3952913	0.0911817645
1910.9166666667	0.0787312032	0.2072626773	8.3812017	0.0907823766
1911	0.078812974	0.2013623112	8.3733654	0.0850305616
1911.0833333333	0.0788937221	0.1956299171	8.3453779	0.083850196
1911.1666666667	0.0789734687	0.1900607131	8.3242779	0.0837843785
1911.25	0.0790522347	0.1846500535	8.3140421	0.0827846166
1911.3333333333	0.0791300413	0.1793934249	8.3371496	0.0823012237
1911.4166666667	0.0792069093	0.1742864424	8.3884211	0.0815658627
1911.5	0.0792828598	0.1693248457	8.443181	0.0865652752
1911.5833333333	0.0793579138	0.164504496	8.5016356	0.0832564053
1911.6666666667	0.0794320923	0.1598213723	8.5847483	0.0835284567
1911.75	0.0795054162	0.1552715681	8.5898571	0.0902550871
1911.8333333333	0.0795779065	0.1508512879	8.6212072	0.0859640045
1911.9166666667	0.0796495842	0.1465568446	8.6559458	0.0840909603
1912	0.0797204702	0.1423846557	8.685338	0.0862299109
1912.0833333333	0.0797905854	1.0455225068	8.6580992	0.0863999505
1912.1666666667	0.0798599508	1.9229497764	8.6214809	0.0872673979
1912.25	0.0799285873	2.7753983949	8.5849676	0.0861330611
1912.3333333333	0.0799965158	3.6035794559	8.5134878	0.0877212864
1912.4166666667	0.0800637572	4.4081838097	8.4896202	0.0838847127
1912.5	0.0801303325	5.1898826395	8.4686127	0.0789852171
1912.5833333333	0.0801962625	5.949328021	8.4415321	0.0802918831
1912.6666666667	0.0802615682	6.6871534666	8.371129	0.0742667967
1912.75	0.0803262703	7.4039744541	8.3881826	0.0658540828
1912.8333333333	0.0803903898	8.1003889395	8.3620424	0.0697862237
1912.9166666667	0.0804539476	8.7769778563	8.323597	0.0690933638
1913	0.0805169644	9.4343056001	8.2937355	0.0677548504
1913.0833333333	0.0805794613	9.1657292331	8.3297396	0.0672880826
1913.1666666667	0.0806414589	8.9047987139	8.3842907	0.0653748574
1913.25	0.0807029783	8.6512963801	8.4282408	0.0660073856
1913.3333333333	0.0807640401	8.4050107656	8.4910221	0.0629416146
1913.4166666667	0.0808246653	8.1657364246	8.5298824	0.0668575867
1913.5	0.0808848746	7.9332737595	8.6122885	0.0655711401
1913.5833333333	0.080944689	7.7074288553	8.7251654	0.0655910722
1913.6666666667	0.0810041291	7.4880133171	8.7849913	0.0712922314
1913.75	0.0810632159	7.2748441133	8.8156071	0.0721860798
1913.8333333333	0.0811219701	7.067743423	8.8235092	0.070753015
1913.9166666667	0.0811804125	6.8665384873	8.8681393	0.070551494
1914	0.081238564	6.6710614656	8.9088488	0.0727063801
1914.0833333333	0.0812964453	6.4811492952	8.919404	0.0727772926
1914.1666666667	0.0813540772	6.2966435557	8.9237843	0.0695590396
1914.25	0.0814114804	6.1173903364	8.9363813	0.0661567697
1914.3333333333	0.0814686759	5.9432401083	8.962616	0.0643928912
