# We use 12-month moving average values in the fit				
#				
# Year	log( CO2 / 277.3 )	Volcanic	Temperature (C) 	Uncertainty (C, 1 sigma)
1815.3333333333	0.0239224659	41.7034078227	8.2552509	0.51276071
1815.4166666667	0.0239251453	49.5283545101	7.9807549	0.4773667447
1815.5	0.0239277712	57.1305401548	7.6315713	0.43267194
1815.5833333333	0.0239303454	64.5163063311	7.7640877	0.4364190539
1815.6666666667	0.0239328695	71.6918140814	7.4297194	0.5111898304
1815.75	0.0239353453	78.6630490547	7.3354573	0.5242483172
1815.8333333333	0.0239377745	85.4358265006	7.3478274	0.504973758
1815.9166666667	0.0239401587	92.0157961196	7.4237919	0.4825182545
1816	0.0239424997	98.4084467763	7.4988174	0.4579509788
1816.0833333333	0.0239447992	95.6069493225	7.3522453	0.4808154176
1816.1666666667	0.0239470589	92.8852050631	7.2959123	0.4729386307
1816.25	0.0239492805	90.2409435794	7.2644029	0.4436674425
1816.3333333333	0.0239514657	87.6719590872	7.1982975	0.4139277319
1816.4166666667	0.0239536162	85.1761085967	7.336731	0.3430484054
1816.5	0.0239557337	82.7513101249	7.4245172	0.3405067949
1816.5833333333	0.0239578199	80.3955409586	7.4101067	0.3317204672
1816.6666666667	0.0239598766	78.1068359676	7.7532101	0.2970556761
1816.75	0.0239619054	75.883285965	7.8736439	0.2877370753
1816.8333333333	0.023963908	73.7230361147	7.8759513	0.2921466028
1816.9166666667	0.0239658862	71.6242843843	7.8234677	0.2841944578
1817	0.0239678416	69.5852800416	7.7797427	0.2796131102
1817.0833333333	0.023969776	67.6043221945	7.8138385	0.283450627
1817.1666666667	0.0239716911	65.679758372	7.8963094	0.2855682856
1817.25	0.0239735885	63.8099831457	7.8301659	0.2957518155
1817.3333333333	0.02397547	61.9934367905	7.7796588	0.2840260466
1817.4166666667	0.0239773373	60.2286039838	7.7585807	0.3229907226
1817.5	0.0239791921	58.5140125414	7.6396499	0.3401604986
1817.5833333333	0.023981036	56.848232189	7.5968971	0.3670253046
1817.6666666667	0.0239828709	55.2298733697	7.4011884	0.3660615283
1817.75	0.0239846984	53.6575860846	7.4821134	0.3561227583
1817.8333333333	0.0239865201	52.1300587664	7.592865	0.3854354373
1817.9166666667	0.0239883379	50.6460171857	7.6621947	0.4223016854
1818	0.0239901535	49.2042233882	7.8238816	0.4713523603
1818.0833333333	0.0239919684	47.8034746613	7.8926291	0.5224914484
1818.1666666667	0.0239937845	46.4426025315	7.8387399	0.5404359751
1818.25	0.0239956034	45.1204717897	7.925972	0.5608277358
1818.3333333333	0.0239974269	43.8359795436	8.0176907	0.5555539991
1818.4166666667	0.0239992566	42.5880542984	8.0360451	0.607935176
1818.5	0.0240010943	41.3756550624	8.2080278	0.6273021488
1818.5833333333	0.0240029416	40.1977704793	8.1810179	0.596347536
1818.6666666667	0.0240048004	39.0534179838	8.2372494	0.593127031
1818.75	0.0240066721	37.9416429825	8.1356478	0.4809209913
1818.8333333333	0.0240085587	36.8615180574	8.0190363	0.390009297
1818.9166666667	0.0240104618	35.8121421921	7.9344993	0.3335092047
1819	0.024012383	34.7926400208	7.8942738	0.2699225625
1819.0833333333	0.0240143242	33.8021610973	7.8851981	0.2571256802
1819.1666666667	0.0240162869	32.839879186	7.9033113	0.260862241
1819.25	0.024018273	31.9049915728	7.9814	0.2542457515
1819.3333333333	0.0240202841	30.9967183952	8.1074286	0.2669499571
1819.4166666667	0.0240223219	30.1143019919	8.0863867	0.2461375874
1819.5	0.0240243881	29.2570062707	7.9229302	0.2477673789
1819.5833333333	0.0240264845	28.4241160945	7.744348	0.2614852533
1819.6666666667	0.0240286127	27.6149366849	7.7657113	0.2760419519
1819.75	0.0240307744	26.8287930423	7.8043346	0.312405232
1819.8333333333	0.0240329714	26.0650293832	7.965138	0.3117383696
1819.9166666667	0.0240352053	25.3230085929	8.0968714	0.3134055946
1820	0.0240374779	24.6021116941	8.0996494	0.3263132434
1820.0833333333	0.0240397909	23.9017373306	8.110796	0.356105424
1820.1666666667	0.024042146	23.2213012658	8.0716124	0.3753289977
1820.25	0.0240445448	22.5602358948	8.0550117	0.3743283723
1820.3333333333	0.0240469891	21.9179897718	7.9579015	0.3435558857
1820.4166666667	0.0240494806	21.2940271492	7.9143181	0.3489351599
1820.5	0.0240520209	20.6878275312	7.8975587	0.3705030963
1820.5833333333	0.0240546119	20.0988852397	8.1169176	0.3248326195
1820.6666666667	0.0240572552	19.5267089919	8.2331171	0.3479747199
1820.75	0.0240599525	18.9708214913	8.3103638	0.3206558325
1820.8333333333	0.0240627055	18.4307590287	8.2553682	0.3377182093
1820.9166666667	0.0240655159	17.9060710961	8.2552423	0.3259716627
1821	0.0240683855	17.3963200104	8.1825056	0.3033021894
1821.0833333333	0.0240713158	16.9010805486	8.1461058	0.2839637437
1821.1666666667	0.0240743088	16.419939593	8.2068548	0.2834495457
1821.25	0.0240773659	15.9524957864	8.1390009	0.2935113327
1821.3333333333	0.024080489	15.4983591976	8.2114992	0.3055552697
1821.4166666667	0.0240836798	15.057150996	8.3479633	0.3031684094
1821.5	0.0240869399	14.6285031353	8.5059347	0.3137436257
1821.5833333333	0.024090271	14.2120580473	8.4849138	0.2978244036
1821.6666666667	0.024093675	13.8074683424	8.5815344	0.3018376116
1821.75	0.0240971534	13.4143965211	8.8120279	0.3023056217
1821.8333333333	0.0241007079	13.0325146916	8.878232	0.2939049255
1821.9166666667	0.0241043404	12.6615042964	8.8579054	0.2822634934
1822	0.0241080524	12.301055847	8.9123812	0.2785600609
1822.0833333333	0.0241118458	11.9508686653	9.005578	0.2780816741
1822.1666666667	0.0241157221	11.6106506329	9.0124655	0.2752360836
1822.25	0.0241196831	11.2801179474	9.0264511	0.2846268492
1822.3333333333	0.0241237305	10.9589948859	8.9744062	0.2866658699
1822.4166666667	0.0241278661	10.6470135746	8.866231	0.3008963367
1822.5	0.0241320914	10.3439137656	8.7143402	0.3262887471
1822.5833333333	0.0241364083	10.0494426198	8.6115513	0.2907152634
1822.6666666667	0.0241408184	9.763354496	8.3695974	0.2982781875
1822.75	0.0241453234	9.4854107456	8.104249	0.3230711941
1822.8333333333	0.024149925	9.2153795143	7.9905486	0.3624973318
1822.9166666667	0.024154625	8.953035548	7.9458098	0.386202632
1823	0.024159425	8.6981600052	8.0142813	0.3911638122
1823.0833333333	0.0241643268	8.4505402743	8.0068884	0.3840955622
1823.1666666667	0.024169332	8.2099697965	7.998529	0.3859555017
1823.25	0.0241744423	7.9762478932	7.9892125	0.3579944884
1823.3333333333	0.0241796595	7.7491795988	7.9542632	0.3581772558
1823.4166666667	0.0241849853	7.528575498	7.9153695	0.3216273091
1823.5	0.0241904213	7.3142515677	8.0198679	0.3031499005
1823.5833333333	0.0241959693	7.1060290236	8.1301193	0.3055951213
1823.6666666667	0.024201631	6.9037341712	8.2180567	0.3105708046
1823.75	0.0242074081	6.7071982606	8.2582321	0.2957210362
1823.8333333333	0.0242133022	6.5162573458	8.3376226	0.2739647356
1823.9166666667	0.0242193151	6.3307521482	8.3824463	0.2677098906
1824	0.0242254484	6.1505279235	8.348856	0.278229442
1824.0833333333	0.024231704	5.9754343327	8.3821707	0.279553583
1824.1666666667	0.0242380835	5.8053253164	8.456748	0.2990383375
1824.25	0.0242445885	5.6400589737	8.5522423	0.2957439678
1824.3333333333	0.0242512209	5.479497443	8.591032	0.3139296263
1824.4166666667	0.0242579822	5.3235067873	8.7162104	0.3104010016
1824.5	0.0242648742	5.1719568828	8.9381723	0.3100543328
1824.5833333333	0.0242718987	5.0247213099	8.9892588	0.3267168073
1824.6666666667	0.0242790571	4.881677248	9.0052109	0.2977742824
1824.75	0.024286351	4.7427053728	8.9925337	0.2805517914
1824.8333333333	0.0242937816	4.6076897572	9.0416441	0.2661847196
1824.9166666667	0.0243013499	4.476517774	9.0361328	0.2510582763
1825	0.0243090569	4.3490800026	9.0639029	0.2471231271
1825.0833333333	0.0243169032	4.2252701372	8.9890223	0.2340620207
1825.1666666667	0.0243248893	4.1049848983	8.9072361	0.2526022292
1825.25	0.0243330156	3.9881239466	8.8562384	0.2576005222
1825.3333333333	0.0243412823	3.8745897994	8.8490314	0.2674143933
1825.4166666667	0.0243496892	3.764287749	8.8810263	0.297031156
1825.5	0.0243582363	3.6571257838	8.7166243	0.2733444951
1825.5833333333	0.0243669231	3.5530145118	8.5787315	0.2756999002
1825.6666666667	0.0243757491	3.4518670856	8.4642363	0.270133201
1825.75	0.0243847138	3.3535991303	8.4636564	0.2807083842
1825.8333333333	0.0243938168	3.2581286729	8.4103727	0.2889410727
1825.9166666667	0.0244030576	3.1653760741	8.48985	0.3001108516
1826	0.0244124357	3.0752639618	8.4599524	0.2884144644
1826.0833333333	0.0244219506	2.9877171663	8.5351295	0.28277595
1826.1666666667	0.0244316018	2.9026626582	8.5527258	0.2855361689
1826.25	0.0244413888	2.8200294869	8.5657253	0.3043720083
1826.3333333333	0.0244513112	2.7397487215	8.5968285	0.3043931257
1826.4166666667	0.0244613684	2.6617533936	8.6059294	0.287277192
1826.5	0.0244715601	2.5859784414	8.7500525	0.2877632022
1826.5833333333	0.0244818856	2.512360655	8.9141226	0.2845805921
1826.6666666667	0.0244923445	2.440838624	9.0583582	0.2762096028
1826.75	0.0245029364	2.3713526864	9.1367607	0.2699468907
1826.8333333333	0.0245136607	2.3038448786	9.2331562	0.2673845092
1826.9166666667	0.024524517	2.238258887	9.2432489	0.2768580729
1827	0.0245355048	2.1745400013	9.2772093	0.2703146358
1827.0833333333	0.0245466235	2.1126350686	9.2753267	0.26583328
1827.1666666667	0.0245578727	2.0524924491	9.2761383	0.2572295324
1827.25	0.024569252	1.9940619733	9.2399168	0.2437895412
1827.3333333333	0.0245807608	1.9372948997	9.255414	0.2491571792
1827.4166666667	0.0245923986	1.8821438745	9.2213621	0.2496811262
1827.5	0.024604165	1.8285628919	9.0020323	0.2569743741
1827.5833333333	0.0246160595	1.7765072559	8.722703	0.269443425
1827.6666666667	0.0246280816	1.7259335428	8.5956125	0.2602948635
1827.75	0.0246402308	1.6767995651	8.5721226	0.2751126438
1827.8333333333	0.0246525066	1.6290643364	8.509717	0.2770547738
1827.9166666667	0.0246649085	1.5826880371	8.4425163	0.2814352958
1828	0.0246774361	1.5376319809	8.4683847	0.3078462799
1828.0833333333	0.0246900888	1.4938585832	8.4645681	0.3284065163
1828.1666666667	0.0247028663	1.4513313291	8.478982	0.3330874371
1828.25	0.0247157679	1.4100147434	8.4235945	0.3391767718
1828.3333333333	0.0247287933	1.3698743607	8.4171095	0.3161771005
1828.4166666667	0.0247419418	1.3308766968	8.4004107	0.3076810323
1828.5	0.0247552131	1.2929892207	8.4378443	0.3087355025
1828.5833333333	0.0247686067	1.2561803275	8.5206175	0.3031535621
1828.6666666667	0.024782122	1.220419312	8.4711256	0.2813236417
1828.75	0.0247957586	1.1856763432	8.3750858	0.2806313119
1828.8333333333	0.024809516	1.1519224393	8.2843447	0.2675166671
1828.9166666667	0.0248233938	1.1191294435	8.2738504	0.253949032
1829	0.0248373913	1.0872700006	8.1692572	0.2440160183
1829.0833333333	0.0248515082	1.0563175343	8.1574173	0.2494757545
1829.1666666667	0.024865744	1.0262462246	8.1323605	0.2621563131
1829.25	0.0248800981	0.9970309867	8.1680574	0.2796580931
1829.3333333333	0.0248945701	0.9686474499	8.1577234	0.3001910878
1829.4166666667	0.0249091595	0.9410719372	8.0496969	0.2888371534
1829.5	0.0249238658	0.914281446	8.0078564	0.3062840269
1829.5833333333	0.0249386885	0.888253628	8.0927229	0.3007530355
1829.6666666667	0.0249536272	0.8629667714	8.3013449	0.2720718853
1829.75	0.0249686813	0.8383997826	8.2892656	0.2662228798
1829.8333333333	0.0249838505	0.8145321682	8.3733521	0.2559862912
1829.9166666667	0.024999134	0.7913440185	8.3004789	0.2610800732
1830	0.0250145316	0.7688159904	8.2912207	0.2582282671
1830.0833333333	0.0250300427	0.7469292916	8.325984	0.2643261057
1830.1666666667	0.0250456669	0.7256656646	8.3310919	0.2631837183
1830.25	0.0250614036	0.7050073717	8.3014441	0.2890497242
1830.3333333333	0.0250772523	0.6849371804	8.2606077	0.3018906537
1830.4166666667	0.0250932126	0.6654383484	8.5278225	0.2853152007
1830.5	0.025109284	0.6464946104	8.7272987	0.3504907947
1830.5833333333	0.025125466	0.6280901637	8.7148199	0.374773641
1830.6666666667	0.0251417581	0.610209656	8.609067	0.353345952
1830.75	0.0251581598	0.5928381716	8.5998449	0.3644837782
1830.8333333333	0.0251746707	0.5759612196	8.5087814	0.3529788602
1830.9166666667	0.0251912902	0.5595647218	8.5394049	0.3491631192
1831	0.0252080179	0.5436350003	8.5769777	0.3383417203
1831.0833333333	0.0252248533	1.9221740151	8.4731359	0.3376036588
1831.1666666667	0.0252417959	3.2614687001	8.4119892	0.3508815182
1831.25	0.0252588452	4.5626362652	8.3917398	0.3764418492
1831.3333333333	0.0252760007	5.8267621155	8.4064894	0.3980391638
1831.4166666667	0.0252932619	7.0549007567	8.1082983	0.4056081741
1831.5	0.0253106285	8.2480766748	7.8857398	0.4028812875
1831.5833333333	0.0253280998	9.4072851906	7.8788967	0.4384617844
1831.6666666667	0.0253456753	10.5334932902	7.8746123	0.3858470385
1831.75	0.0253633547	11.6276404313	7.8942909	0.3870678604
1831.8333333333	0.0253811374	12.6906393273	7.9220867	0.412081548
1831.9166666667	0.0253990229	13.7233767081	7.9142766	0.3988937108
1832	0.0254170108	14.7267140603	7.874969	0.3874034407
1832.0833333333	0.0254351005	14.3074730979	7.8734779	0.3829904443
1832.1666666667	0.0254532916	13.9001671118	7.8474259	0.3593758372
1832.25	0.0254715835	13.5044563365	7.8616958	0.3524052823
1832.3333333333	0.0254899759	13.1200106788	7.884573	0.328126671
1832.4166666667	0.0255084682	12.7465094427	7.9057212	0.2991802742
1832.5	0.0255270599	12.3836410618	7.8599248	0.2851925763
1832.5833333333	0.0255457505	12.0311028393	7.8720574	0.2824458431
1832.6666666667	0.0255645396	11.6886006957	7.9054675	0.2760401422
1832.75	0.0255834267	11.3558489233	7.8541198	0.2925120486
1832.8333333333	0.0256024112	11.0325699479	7.8321509	0.296111672
1832.9166666667	0.0256214928	10.7184940974	7.8457375	0.2846084286
1833	0.0256406709	10.4133593767	7.8627739	0.2991814217
1833.0833333333	0.0256599449	10.1169112491	7.8756275	0.2927218297
1833.1666666667	0.0256793146	9.8289024244	7.9271412	0.3370846286
1833.25	0.0256987793	9.5490926517	7.9933739	0.3456600791
1833.3333333333	0.0257183385	9.2772485202	7.9468923	0.3330091912
1833.4166666667	0.0257379919	9.0131432634	8.1653328	0.3869973929
1833.5	0.0257577388	8.7565565706	8.3536673	0.4304907252
1833.5833333333	0.0257775789	8.5072744028	8.2102623	0.4158348323
1833.6666666667	0.0257975116	8.2650888145	8.1852064	0.4217503739
1833.75	0.0258175364	8.0297977798	8.3307915	0.3443188551
1833.8333333333	0.0258376529	7.8012050241	8.3377466	0.3595363365
1833.9166666667	0.0258578605	7.5791198604	8.3915548	0.3881829878
1834	0.0258781589	7.3633570302	8.3972998	0.3851266983
1834.0833333333	0.0258985474	7.1537365489	8.4323721	0.4075702725
1834.1666666667	0.0259190257	6.9500835559	8.4766397	0.4041292143
1834.25	0.0259395931	6.7522281682	8.5329504	0.3904527269
1834.3333333333	0.0259602494	6.5600053394	8.5830269	0.3975798743
1834.4166666667	0.0259809939	6.3732547214	8.5317698	0.3345561789
1834.5	0.0260018261	6.1918205309	8.5569658	0.2721931069
1834.5833333333	0.0260227457	6.0155514197	8.7915134	0.244190989
1834.6666666667	0.026043752	5.8443003479	8.8395548	0.2272835917
1834.75	0.0260648447	5.6779244616	8.7295008	0.2292371575
1834.8333333333	0.0260860232	5.5162849739	8.7332945	0.2169526583
1834.9166666667	0.026107287	5.3592470487	8.6295042	0.2235738729
1835	0.0261286357	5.2066796883	8.5735321	0.222193818
1835.0833333333	0.0261500688	8.3571393319	8.4988852	0.224928292
1835.1666666667	0.0261715857	11.4179115049	8.393692	0.2343925707
1835.25	0.0261931861	14.3915494355	8.248704	0.237997466
1835.3333333333	0.0262148694	17.2805336666	8.1896429	0.2300508665
1835.4166666667	0.0262366351	20.0872741246	7.9717164	0.2285622272
1835.5	0.0262584828	22.81411213	7.7562423	0.2423786546
1835.5833333333	0.0262804119	25.4633223507	7.6389747	0.2633916824
1835.6666666667	0.026302422	28.0371146989	7.5639014	0.2439357909
1835.75	0.0263245126	30.537636175	7.6483779	0.2366306142
1835.8333333333	0.0263466833	32.9669726587	7.6217256	0.2372950502
1835.9166666667	0.0263689334	35.3271506483	7.6203008	0.2410471686
1836	0.0263912626	37.6201389521	7.6506896	0.227172902
1836.0833333333	0.0264136703	36.5491666226	7.6910043	0.2213229407
1836.1666666667	0.0264361561	35.5086827964	7.7181258	0.2572436473
1836.25	0.0264587195	34.497819525	7.7862935	0.2533612782
1836.3333333333	0.0264813599	33.5157335687	7.8762622	0.2667897489
1836.4166666667	0.026504077	32.5616056931	7.9204535	0.2403400235
1836.5	0.0265268702	31.6346399861	8.0890913	0.2258449769
1836.5833333333	0.0265497391	30.7340631934	8.1282568	0.2243542125
1836.6666666667	0.0265726831	29.8591240739	8.1808872	0.2299183193
1836.75	0.0265957018	29.0090927726	8.0123072	0.2327093371
1836.8333333333	0.0266187947	28.1832602125	7.9352393	0.2436590012
1836.9166666667	0.0266419612	27.3809375023	7.9184442	0.2332898317
1837	0.026665201	26.6014553622	7.879993	0.2280568529
1837.0833333333	0.0266885136	25.8441635655	7.8606992	0.2321790852
1837.1666666667	0.0267118984	25.1084303963	7.9316521	0.229341763
1837.25	0.0267353549	24.3936421223	7.9309573	0.2346935893
1837.3333333333	0.0267588827	23.6992024828	7.8511786	0.2533512336
1837.4166666667	0.0267824814	23.0245321919	7.88414	0.2730025205
1837.5	0.0268061503	22.3690684546	7.8871512	0.2778476565
1837.5833333333	0.026829889	21.7322644975	7.6785464	0.3158302281
1837.6666666667	0.0268536971	21.1135891129	7.5348172	0.3266210026
1837.75	0.0268775741	20.5125262156	7.5571561	0.3742538551
1837.8333333333	0.0269015194	19.9285744122	7.6357579	0.40150805
1837.9166666667	0.0269255327	19.3612465831	7.6526241	0.3648501175
1838	0.0269496133	18.810069476	7.714499	0.3435430513
1838.0833333333	0.0269737608	18.2745833113	7.8016205	0.3097695999
1838.1666666667	0.0269979748	17.7543413982	7.8319783	0.2819417127
1838.25	0.0270222547	17.2489097625	7.867897	0.2854012914
1838.3333333333	0.0270466001	16.7578667843	7.9206638	0.2585121697
1838.4166666667	0.0270710105	16.2808028466	7.9499755	0.2500378794
1838.5	0.0270954854	15.8173199931	7.9244533	0.2397669283
1838.5833333333	0.0271200243	15.3670315967	8.1581373	0.2283827906
1838.6666666667	0.0271446267	14.9295620369	8.3741512	0.2254804569
1838.75	0.0271692921	14.5045463863	8.2780361	0.2335790096
1838.8333333333	0.0271940202	14.0916301062	8.332119	0.2415360786
1838.9166666667	0.0272188103	13.6904687511	8.3734293	0.2458275592
1839	0.027243662	13.3007276811	8.3731756	0.232378003
1839.0833333333	0.0272685748	12.9220817828	8.3961916	0.2308357856
1839.1666666667	0.0272935482	12.5542151982	8.4343395	0.2339599049
1839.25	0.0273185818	12.1968210611	8.4272337	0.2395555158
1839.3333333333	0.027343675	11.8496012414	8.4174147	0.2493125857
1839.4166666667	0.0273688274	11.512266096	8.3399324	0.2619768856
1839.5	0.0273940385	11.1845342273	8.1942053	0.2589839556
1839.5833333333	0.0274193079	10.8661322487	8.2086124	0.2799495183
1839.6666666667	0.0274446349	10.5567945565	8.0752935	0.2669930428
1839.75	0.0274700192	10.2562631078	8.1561375	0.2849757933
1839.8333333333	0.0274954602	9.9642872061	8.1536694	0.266771734
1839.9166666667	0.0275209575	9.6806232916	8.2005243	0.2539138508
1840	0.0275465106	9.405034738	8.2562609	0.2469833332
1840.0833333333	0.027572119	9.1372916556	8.2430544	0.2308436153
1840.1666666667	0.0275977822	8.8771706991	8.1597309	0.222665698
1840.25	0.0276234997	8.6244548812	8.1544971	0.2081333449
1840.3333333333	0.0276492711	8.3789333922	8.0680914	0.204389246
1840.4166666667	0.0276750959	8.1404014233	8.0794582	0.2026687542
1840.5	0.0277009736	7.9086599965	8.1594534	0.2046232769
1840.5833333333	0.0277269037	7.6835157984	8.0047407	0.210305093
1840.6666666667	0.0277528857	7.4647810185	8.0118132	0.2157263015
1840.75	0.0277789191	7.2522731932	7.9902835	0.2109482913
1840.8333333333	0.0278050035	7.0458150531	7.8919067	0.2155701152
1840.9166666667	0.0278311383	6.8452343756	7.8768935	0.2111448076
1841	0.0278573232	6.6503638405	7.8465772	0.221043714
1841.0833333333	0.0278835576	6.4610408914	7.8395934	0.2204924342
1841.1666666667	0.0279098409	6.2771075991	7.8920379	0.211800108
1841.25	0.0279361729	6.0984105306	7.8770485	0.2147998162
1841.3333333333	0.0279625528	5.9248006207	7.9777112	0.2110631403
1841.4166666667	0.0279889804	5.756133048	8.0396605	0.2153054582
1841.5	0.0280154551	5.5922671136	8.1152296	0.2168999075
1841.5833333333	0.0280419763	5.4330661244	8.2120399	0.2141180906
1841.6666666667	0.0280685437	5.2783972782	8.2724504	0.2076941153
1841.75	0.0280951567	5.1281315539	8.4870062	0.1945996354
1841.8333333333	0.0281218149	4.982143603	8.6141653	0.2072148548
1841.9166666667	0.0281485178	4.8403116458	8.5874119	0.2068120651
1842	0.0281752649	4.702517369	8.5437126	0.2037417945
1842.0833333333	0.0282020556	4.5686458278	8.4629917	0.2159295583
1842.1666666667	0.0282288897	4.4385853495	8.4288664	0.2184226355
1842.25	0.0282557664	4.3122274406	8.4311609	0.2246313361
1842.3333333333	0.0282826855	4.1894666961	8.3975239	0.2298259845
1842.4166666667	0.0283096463	4.0702007116	8.4075499	0.2273526481
1842.5	0.0283366484	3.9543299983	8.4956989	0.2224454947
1842.5833333333	0.0283636913	3.8417578992	8.6067553	0.2107955371
1842.6666666667	0.0283907746	3.7323905092	8.6720057	0.2063649499
1842.75	0.0284178977	3.6261365966	8.5498438	0.2023023613
1842.8333333333	0.0284450603	3.5229075266	8.5032568	0.1973801912
1842.9166666667	0.0284722617	3.4226171878	8.4669514	0.1929021355
1843	0.0284995015	3.3251819203	8.4673777	0.1856345439
1843.0833333333	0.0285267792	3.2305204457	8.5009174	0.1834793569
1843.1666666667	0.0285540944	3.1385537995	8.5051355	0.1795695488
1843.25	0.0285814465	3.0492052653	8.5290918	0.1772252763
1843.3333333333	0.0286088352	2.9624003104	8.5517435	0.1759748926
1843.4166666667	0.0286362598	2.878066524	8.5624285	0.1744475556
1843.5	0.02866372	2.7961335568	8.5966825	0.1771424823
1843.5833333333	0.0286912152	2.7165330622	8.5269156	0.1827435357
1843.6666666667	0.0287187449	2.6391986391	8.4064875	0.2010315165
1843.75	0.0287463087	2.5640657769	8.4228249	0.1935724711
1843.8333333333	0.0287739061	2.4910718015	8.4241982	0.1879351292
1843.9166666667	0.0288015367	2.4201558229	8.4523268	0.1870988223
1844	0.0288291998	2.3512586845	8.472187	0.1924059142
1844.0833333333	0.0288568951	2.2843229139	8.4672785	0.1900628049
1844.1666666667	0.0288846221	2.2192926748	8.4529734	0.1913771215
1844.25	0.0289123803	2.1561137203	8.4160872	0.1901727096
1844.3333333333	0.0289401692	2.094733348	8.4057455	0.1905090718
1844.4166666667	0.0289679882	2.0351003558	8.3241396	0.1919812679
1844.5	0.0289958371	1.9771649991	8.0934372	0.2031686622
1844.5833333333	0.0290237152	1.9208789496	8.1333055	0.20795893
1844.6666666667	0.0290516221	1.8661952546	8.0816431	0.2015739836
1844.75	0.0290795573	1.8130682983	8.059516	0.2016415388
1844.8333333333	0.0291075203	1.7614537633	8.066987	0.1935902366
1844.9166666667	0.0291355106	1.7113085939	8.0663309	0.190649014
1845	0.0291635278	1.6625909601	8.0641527	0.1880412849
1845.0833333333	0.0291915714	1.6152602228	8.0858383	0.1881144384
1845.1666666667	0.0292196409	1.5692768998	8.1036205	0.1864630286
1845.25	0.0292477357	1.5246026326	8.142478	0.1828715541
1845.3333333333	0.0292758556	1.4812001552	8.1004133	0.1894930251
1845.4166666667	0.0293039999	1.439033262	8.1842556	0.1941854471
1845.5	0.0293321681	1.3980667784	8.2331848	0.2017987243
1845.5833333333	0.0293603599	1.3582665311	8.3147364	0.1933558749
1845.6666666667	0.0293885746	1.3195993196	8.4639845	0.1932110505
1845.75	0.0294168119	1.2820328885	8.6107922	0.190587184
1845.8333333333	0.0294450713	1.2455359008	8.5707035	0.2016516192
1845.9166666667	0.0294733522	1.2100779114	8.6087389	0.2011078469
1846	0.0295016542	1.1756293423	8.677846	0.2101433625
1846.0833333333	0.0295299769	1.142161457	8.7410851	0.2095637759
1846.1666666667	0.0295583196	1.1096463374	8.7956915	0.2167508076
1846.25	0.0295866821	1.0780568602	8.8261261	0.2182599915
1846.3333333333	0.0296150636	1.047366674	8.8620882	0.2043785002
1846.4166666667	0.0296434639	1.0175501779	8.8762169	0.2168092316
1846.5	0.0296718824	0.9885824996	9.02423	0.2276702827
1846.5833333333	0.0297003187	0.9604394748	8.9299259	0.2922565767
1846.6666666667	0.0297287722	0.9330976273	8.9270926	0.2893267765
1846.75	0.0297572424	0.9065341491	8.7033062	0.2855567238
1846.8333333333	0.029785729	0.8807268816	8.7182961	0.2816549551
1846.9166666667	0.0298142314	0.8556542969	8.6804342	0.2901955143
1847	0.0298427491	0.8312954801	8.6054068	0.2798609067
1847.0833333333	0.0298712816	0.8076301114	8.5604362	0.2676504605
1847.1666666667	0.0298998286	0.7846384499	8.5181913	0.2500256342
1847.25	0.0299283894	0.7623013163	8.5180912	0.2419525294
1847.3333333333	0.0299569637	0.7406000776	8.5289927	0.2413153739
1847.4166666667	0.0299855509	0.719516631	8.5835505	0.2503814688
1847.5	0.0300141505	0.6990333892	8.4263048	0.2407601696
1847.5833333333	0.0300427622	0.6791332655	8.2646637	0.2129895527
1847.6666666667	0.0300713853	0.6597996598	8.3283358	0.2375109225
1847.75	0.0301000195	0.6410164442	8.4282084	0.2425127354
1847.8333333333	0.0301286642	0.6227679504	8.4611244	0.2374138946
1847.9166666667	0.030157319	0.6050389557	8.4691572	0.2515918336
1848	0.0301859833	0.5878146711	8.4913826	0.2494347135
1848.0833333333	0.0302146568	0.5710807285	8.4937487	0.2497275127
1848.1666666667	0.0302433389	0.5548231687	8.4656897	0.2523721734
1848.25	0.0302720292	0.5390284301	8.4127378	0.2648584856
1848.3333333333	0.0303007271	0.523683337	8.4312677	0.2817792528
1848.4166666667	0.0303294322	0.508775089	8.3525658	0.2638748362
1848.5	0.030358144	0.4942912498	8.3890505	0.2793549744
1848.5833333333	0.0303868621	0.4802197374	8.5397501	0.2758503443
1848.6666666667	0.0304155859	0.4665488137	8.4558315	0.2814218795
1848.75	0.030444315	0.4532670746	8.5189447	0.2934139989
1848.8333333333	0.0304730489	0.4403634408	8.3972559	0.2963794652
1848.9166666667	0.0305017871	0.4278271485	8.3549309	0.2681476072
1849	0.0305305292	0.41564774	8.3586264	0.2782715912
1849.0833333333	0.0305592746	0.4038150557	8.3553152	0.2611756534
1849.1666666667	0.030588023	0.3923192249	8.3800602	0.2734807296
1849.25	0.0306167737	0.3811506582	8.372426	0.2523355157
1849.3333333333	0.0306455264	0.3703000388	8.3998804	0.249164591
1849.4166666667	0.0306742805	0.3597583155	8.4936638	0.2440789078
1849.5	0.0307030356	0.3495166946	8.4468966	0.2360713685
1849.5833333333	0.0307317912	0.3395666328	8.3302288	0.2306566747
1849.6666666667	0.0307605469	0.3298998299	8.377244	0.2141037234
1849.75	0.0307893023	0.3205082221	8.3473167	0.216896519
1849.8333333333	0.0308180574	0.3113839752	8.3995657	0.2390325544
1849.9166666667	0.0308468119	0.3025194779	8.3773489	0.2425561495
