# Two-year exponential half-life, and monthly interpolation
# Note: The exponential is a proxy for the environmental impact, the
# actual sulfate disspates more quickly than this timescale.
#
# Year    Volcanic
1782.4583333333 0.0097479245
1782.5416666667 0.00947042
1782.625    0.0092008155
1782.7083333333 0.0089388862
1782.7916666667 0.0086844134
1782.875    0.008437185
1782.9583333333 0.0081969948
1783.0416666667 0.0079636422
1783.125    0.0077369328
1783.2083333333 0.0075166773
1783.2916666667 0.0073026921
1783.375    0.0070947987
1783.4583333333 0.0068928235
1783.5416666667 91.6383731716
1783.625    89.0296065715
1783.7083333333 86.4951064926
1783.7916666667 84.032758711
1783.875    81.640509191
1783.9583333333 79.3163623711
1784.0416666667 77.0583794997
1784.125    74.8646770174
1784.2083333333 72.7334249866
1784.2916666667 70.662845564
1784.375    68.6512115182
1784.4583333333 66.6968447888
1784.5416666667 64.7981150865
1784.625    62.9534385331
1784.7083333333 61.1612763404
1784.7916666667 59.4201335264
1784.875    57.7285576685
1784.9583333333 56.0851376917
1785.0416666667 54.4885026915
1785.125    52.9373207904
1785.2083333333 51.4302980269
1785.2916666667 49.9661772762
1785.375    48.5437372012
1785.4583333333 47.1617912339
1785.5416666667 45.8191865858
1785.625    44.5148032858
1785.7083333333 43.2475532463
1785.7916666667 42.0163793555
1785.875    40.8202545955
1785.9583333333 39.6581811856
1786.0416666667 38.5291897498
1786.125    37.4323385087
1786.2083333333 36.3667124933
1786.2916666667 35.331422782
1786.375    34.3256057591
1786.4583333333 33.3484223944
1786.5416666667 32.3990575433
1786.625    31.4767192665
1786.7083333333 30.5806381702
1786.7916666667 29.7100667632
1786.875    28.8642788342
1786.9583333333 28.0425688458
1787.0416666667 27.2442513457
1787.125    26.4686603952
1787.2083333333 25.7151490135
1787.2916666667 24.9830886381
1787.375    24.2718686006
1787.4583333333 23.580895617
1787.5416666667 22.9095932929
1787.625    22.2574016429
1787.7083333333 21.6237766231
1787.7916666667 21.0081896778
1787.875    20.4101272978
1787.9583333333 19.8290905928
1788.0416666667 19.2645948749
1788.125    18.7161692544
1788.2083333333 18.1833562466
1788.2916666667 17.665711391
1788.375    17.1628028796
1788.4583333333 16.6742111972
1788.5416666667 16.1995287716
1788.625    15.7383596333
1788.7083333333 15.2903190851
1788.7916666667 14.8550333816
1788.875    14.4321394171
1788.9583333333 14.0212844229
1789.0416666667 13.6221256729
1789.125    13.2343301976
1789.2083333333 12.8575745067
1789.2916666667 12.4915443191
1789.375    12.1359343003
1789.4583333333 11.7904478085
1789.5416666667 11.4547966464
1789.625    11.1287008214
1789.7083333333 10.8118883116
1789.7916666667 10.5040948389
1789.875    10.2050636489
1789.9583333333 9.9145452964
1790.0416666667 9.6322974375
1790.125    9.3580846272
1790.2083333333 9.0916781233
1790.2916666667 8.8328556955
1790.375    8.5814014398
1790.4583333333 8.3371055986
1790.5416666667 8.0997643858
1790.625    7.8691798166
1790.7083333333 7.6451595425
1790.7916666667 7.4275166908
1790.875    7.2160697086
1790.9583333333 7.0106422115
1791.0416666667 6.8110628364
1791.125    6.6171650988
1791.2083333333 6.4287872534
1791.2916666667 6.2457721595
1791.375    6.0679671501
1791.4583333333 5.8952239042
1791.5416666667 5.7273983232
1791.625    5.5643504107
1791.7083333333 5.4059441558
1791.7916666667 5.2520474194
1791.875    5.1025318244
1791.9583333333 4.9572726482
1792.0416666667 4.8161487187
1792.125    4.6790423136
1792.2083333333 4.5458390617
1792.2916666667 4.4164278477
1792.375    4.2907007199
1792.4583333333 4.1685527993
1792.5416666667 4.0498821929
1792.625    3.9345899083
1792.7083333333 3.8225797713
1792.7916666667 3.7137583454
1792.875    3.6080348543
1792.9583333333 3.5053211057
1793.0416666667 3.4055314182
1793.125    3.3085825494
1793.2083333333 3.2143936267
1793.2916666667 3.1228860798
1793.375    3.0339835751
1793.4583333333 2.9476119521
1793.5416666667 2.8636991616
1793.625    2.7821752054
1793.7083333333 2.7029720779
1793.7916666667 2.6260237097
1793.875    2.5512659122
1793.9583333333 2.4786363241
1794.0416666667 2.4080743594
1794.125    2.3395211568
1794.2083333333 2.2729195308
1794.2916666667 2.2082139239
1794.375    2.1453503599
1794.4583333333 2.0842763997
1794.5416666667 3.8762334294
1794.625    3.765884588
1794.7083333333 3.658677164
1794.7916666667 3.5545217272
1794.875    3.4533313935
1794.9583333333 3.3550217521
1795.0416666667 3.2595107955
1795.125    3.1667188503
1795.2083333333 3.0765685118
1795.2916666667 2.9889845783
1795.375    2.9038939895
1795.4583333333 2.8212257645
1795.5416666667 2.7409109434
1795.625    2.6628825294
1795.7083333333 2.5870754328
1795.7916666667 2.5134264172
1795.875    2.441874046
1795.9583333333 2.372358632
1796.0416666667 2.3048221868
1796.125    2.2392083732
1796.2083333333 2.1754624574
1796.2916666667 2.1135312642
1796.375    2.0533631318
1796.4583333333 1.9949078693
1796.5416666667 8.5403845182
1796.625    8.2972563491
1796.7083333333 8.0610495671
1796.7916666667 7.8315671337
1796.875    7.6086176196
1796.9583333333 7.3920150455
1797.0416666667 7.1815787262
1797.125    6.9771331204
1797.2083333333 6.7785076842
1797.2916666667 6.5855367285
1797.375    6.3980592814
1797.4583333333 6.2159189533
1797.5416666667 6.0389638067
1797.625    5.8670462297
1797.7083333333 5.7000228124
1797.7916666667 5.5377542275
1797.875    5.3801051143
1797.9583333333 5.2269439653
1798.0416666667 5.0781430169
1798.125    4.9335781427
1798.2083333333 4.7931287498
1798.2916666667 4.6566776785
1798.375    4.5241111043
1798.4583333333 4.3953184432
1798.5416666667 4.2701922591
1798.625    4.1486281746
1798.7083333333 4.0305247836
1798.7916666667 3.9157835668
1798.875    3.8043088098
1798.9583333333 3.6960075228
1799.0416666667 3.5907893631
1799.125    3.4885665602
1799.2083333333 3.3892538421
1799.2916666667 3.2927683643
1799.375    3.1990296407
1799.4583333333 3.1079594766
1799.5416666667 3.0194819034
1799.625    2.9335231149
1799.7083333333 2.8500114062
1799.7916666667 2.7688771138
1799.875    2.6900525572
1799.9583333333 2.6134719827
1800.0416666667 2.5390715085
1800.125    2.4667890713
1800.2083333333 2.3965643749
1800.2916666667 2.3283388392
1800.375    2.2620555522
1800.4583333333 2.1976592216
1800.5416666667 2.1350961295
1800.625    2.0743140873
1800.7083333333 2.0152623918
1800.7916666667 1.9578917834
1800.875    1.9021544049
1800.9583333333 1.8480037614
1801.0416666667 1.7953946816
1801.125    1.7442832801
1801.2083333333 1.694626921
1801.2916666667 1.6463841821
1801.375    1.5995148203
1801.4583333333 1.5539797383
1801.5416666667 1.5097409517
1801.625    1.4667615574
1801.7083333333 1.4250057031
1801.7916666667 1.3844385569
1801.875    1.3450262786
1801.9583333333 1.3067359913
1802.0416666667 1.2695357542
1802.125    1.2333945357
1802.2083333333 1.1982821874
1802.2916666667 1.1641694196
1802.375    1.1310277761
1802.4583333333 1.0988296108
1802.5416666667 1.0675480648
1802.625    1.0371570436
1802.7083333333 1.0076311959
1802.7916666667 0.9789458917
1802.875    0.9510772025
1802.9583333333 0.9240018807
1803.0416666667 0.8976973408
1803.125    0.8721416401
1803.2083333333 0.8473134605
1803.2916666667 0.8231920911
1803.375    0.7997574102
1803.4583333333 0.7769898692
1803.5416666667 0.7548704758
1803.625    0.7333807787
1803.7083333333 0.7125028515
1803.7916666667 0.6922192784
1803.875    0.6725131393
1803.9583333333 0.6533679957
1804.0416666667 0.6347678771
1804.125    0.6166972678
1804.2083333333 0.5991410937
1804.2916666667 0.5820847098
1804.375    0.565513888
1804.4583333333 0.5494148054
1804.5416666667 0.5337740324
1804.625    0.5185785218
1804.7083333333 0.5038155979
1804.7916666667 0.4894729459
1804.875    0.4755386012
1804.9583333333 0.4620009403
1805.0416666667 0.4488486704
1805.125    0.43607082
1805.2083333333 0.4236567303
1805.2916666667 0.4115960455
1805.375    0.3998787051
1805.4583333333 0.3884949346
1805.5416666667 0.3774352379
1805.625    0.3666903894
1805.7083333333 0.3562514258
1805.7916666667 0.3461096392
1805.875    0.3362565696
1805.9583333333 0.3266839978
1806.0416666667 0.3173839386
1806.125    0.3083486339
1806.2083333333 0.2995705469
1806.2916666667 0.2910423549
1806.375    0.282756944
1806.4583333333 0.2747074027
1806.5416666667 0.2668870162
1806.625    0.2592892609
1806.7083333333 0.251907799
1806.7916666667 0.2447364729
1806.875    0.2377693006
1806.9583333333 0.2310004702
1807.0416666667 0.2244243352
1807.125    0.21803541
1807.2083333333 0.2118283651
1807.2916666667 0.2057980228
1807.375    0.1999393525
1807.4583333333 0.1942474673
1807.5416666667 0.188717619
1807.625    0.1833451947
1807.7083333333 0.1781257129
1807.7916666667 0.1730548196
1807.875    0.1681282848
1807.9583333333 0.1633419989
1808.0416666667 0.1586919693
1808.125    0.154174317
1808.2083333333 0.1497852734
1808.2916666667 0.1455211775
1808.375    0.141378472
1808.4583333333 0.1373537013
1808.5416666667 0.1334435081
1808.625    0.1296446305
1808.7083333333 0.1259538995
1808.7916666667 0.1223682365
1808.875    0.1188846503
1808.9583333333 0.1155002351
1809.0416666667 0.1122121676
1809.125    0.109017705
1809.2083333333 0.1059141826
1809.2916666667 0.1028990114
1809.375    0.0999696763
1809.4583333333 0.0971237336
1809.5416666667 53.0638892478
1809.625    51.553263326
1809.7083333333 50.085641992
1809.7916666667 48.6598009884
1809.875    47.2745509104
1809.9583333333 45.9287362131
1810.0416666667 44.6212342479
1810.125    43.3509543255
1810.2083333333 42.1168368067
1810.2916666667 40.9178522181
1810.375    39.7530003933
1810.4583333333 38.6213096388
1810.5416666667 37.5218359232
1810.625    36.4536620901
1810.7083333333 35.4158970926
1810.7916666667 34.4076752501
1810.875    33.4281555263
1810.9583333333 32.4765208276
1811.0416666667 31.5519773216
1811.125    30.6537537745
1811.2083333333 29.7811009082
1811.2916666667 28.933290775
1811.375    28.1096161506
1811.4583333333 27.3093899439
1811.5416666667 26.5319446239
1811.625    25.776631663
1811.7083333333 25.042820996
1811.7916666667 24.3299004942
1811.875    23.6372754552
1811.9583333333 22.9643681066
1812.0416666667 22.3106171239
1812.125    21.6754771628
1812.2083333333 21.0584184034
1812.2916666667 20.458926109
1812.375    19.8765001966
1812.4583333333 19.3106548194
1812.5416666667 18.7609179616
1812.625    18.2268310451
1812.7083333333 17.7079485463
1812.7916666667 17.203837625
1812.875    16.7140777631
1812.9583333333 16.2382604138
1813.0416666667 15.7759886608
1813.125    15.3268768872
1813.2083333333 14.8905504541
1813.2916666667 14.4666453875
1813.375    14.0548080753
1813.4583333333 13.6546949719
1813.5416666667 13.2659723119
1813.625    12.8883158315
1813.7083333333 12.521410498
1813.7916666667 12.1649502471
1813.875    11.8186377276
1813.9583333333 11.4821840533
1814.0416666667 11.155308562
1814.125    10.8377385814
1814.2083333333 10.5292092017
1814.2916666667 10.2294630545
1814.375    9.9382500983
1814.4583333333 9.6553274097
1814.5416666667 9.3804589808
1814.625    9.1134155225
1814.7083333333 8.8539742731
1814.7916666667 8.6019188125
1814.875    8.3570388816
1814.9583333333 8.1191302069
1815.0416666667 7.8879943304
1815.125    7.6634384436
1815.2083333333 7.445275227
1815.2916666667 7.2333226937
1815.375    7.0274040376
1815.4583333333 6.827347486
1815.5416666667 114.7789272211
1815.625    111.5113939666
1815.7083333333 108.3368810411
1815.7916666667 105.2527403364
1815.875    102.2563991308
1815.9583333333 99.3453579429
1816.0416666667 96.5171884468
1816.125    93.7695314465
1816.2083333333 91.1000949072
1816.2916666667 88.5066520445
1816.375    85.9870394658
1816.4583333333 83.5391553663
1816.5416666667 81.1609577753
1816.625    78.8504628533
1816.7083333333 76.6057432368
1816.7916666667 74.4249264303
1816.875    72.3061932451
1816.9583333333 70.2477762808
1817.0416666667 68.2479584518
1817.125    66.3050715545
1817.2083333333 64.4174948756
1817.2916666667 62.5836538408
1817.375    60.8020187004
1817.4583333333 59.0711032541
1817.5416666667 57.3894636105
1817.625    55.7556969833
1817.7083333333 54.1684405206
1817.7916666667 52.6263701682
1817.875    51.1281995654
1817.9583333333 49.6726789714
1818.0416666667 48.2585942234
1818.125    46.8847657232
1818.2083333333 45.5500474536
1818.2916666667 44.2533260223
1818.375    42.9935197329
1818.4583333333 41.7695776831
1818.5416666667 40.5804788877
1818.625    39.4252314267
1818.7083333333 38.3028716184
1818.7916666667 37.2124632152
1818.875    36.1530966225
1818.9583333333 35.1238881404
1819.0416666667 34.1239792259
1819.125    33.1525357772
1819.2083333333 32.2087474378
1819.2916666667 31.2918269204
1819.375    30.4010093502
1819.4583333333 29.535551627
1819.5416666667 28.6947318053
1819.625    27.8778484916
1819.7083333333 27.0842202603
1819.7916666667 26.3131850841
1819.875    25.5640997827
1819.9583333333 24.8363394857
1820.0416666667 24.1292971117
1820.125    23.4423828616
1820.2083333333 22.7750237268
1820.2916666667 22.1266630111
1820.375    21.4967598665
1820.4583333333 20.8847888416
1820.5416666667 20.2902394438
1820.625    19.7126157133
1820.7083333333 19.1514358092
1820.7916666667 18.6062316076
1820.875    18.0765483113
1820.9583333333 17.5619440702
1821.0416666667 17.061989613
1821.125    16.5762678886
1821.2083333333 16.1043737189
1821.2916666667 15.6459134602
1821.375    15.2005046751
1821.4583333333 14.7677758135
1821.5416666667 14.3473659026
1821.625    13.9389242458
1821.7083333333 13.5421101301
1821.7916666667 13.1565925421
1821.875    12.7820498913
1821.9583333333 12.4181697429
1822.0416666667 12.0646485559
1822.125    11.7211914308
1822.2083333333 11.3875118634
1822.2916666667 11.0633315056
1822.375    10.7483799332
1822.4583333333 10.4423944208
1822.5416666667 10.1451197219
1822.625    9.8563078567
1822.7083333333 9.5757179046
1822.7916666667 9.3031158038
1822.875    9.0382741556
1822.9583333333 8.7809720351
1823.0416666667 8.5309948065
1823.125    8.2881339443
1823.2083333333 8.0521868595
1823.2916666667 7.8229567301
1823.375    7.6002523376
1823.4583333333 7.3838879068
1823.5416666667 7.1736829513
1823.625    6.9694621229
1823.7083333333 6.7710550651
1823.7916666667 6.578296271
1823.875    6.3910249457
1823.9583333333 6.2090848714
1824.0416666667 6.0323242779
1824.125    5.8605957154
1824.2083333333 5.6937559317
1824.2916666667 5.5316657528
1824.375    5.3741899666
1824.4583333333 5.2211972104
1824.5416666667 5.072559861
1824.625    4.9281539283
1824.7083333333 4.7878589523
1824.7916666667 4.6515579019
1824.875    4.5191370778
1824.9583333333 4.3904860176
1825.0416666667 4.2654974032
1825.125    4.1440669722
1825.2083333333 4.0260934297
1825.2916666667 3.911478365
1825.375    3.8001261688
1825.4583333333 3.6919439534
1825.5416666667 3.5868414757
1825.625    3.4847310615
1825.7083333333 3.3855275325
1825.7916666667 3.2891481355
1825.875    3.1955124728
1825.9583333333 3.1045424357
1826.0416666667 3.016162139
1826.125    2.9302978577
1826.2083333333 2.8468779659
1826.2916666667 2.7658328764
1826.375    2.6870949833
1826.4583333333 2.6105986052
1826.5416666667 2.5362799305
1826.625    2.4640769642
1826.7083333333 2.3939294761
1826.7916666667 2.3257789509
1826.875    2.2595685389
1826.9583333333 2.1952430088
1827.0416666667 2.1327487016
1827.125    2.0720334861
1827.2083333333 2.0130467149
1827.2916666667 1.9557391825
1827.375    1.9000630844
1827.4583333333 1.8459719767
1827.5416666667 1.7934207378
1827.625    1.7423655307
1827.7083333333 1.6927637663
1827.7916666667 1.6445740678
1827.875    1.5977562364
1827.9583333333 1.5522712179
1828.0416666667 1.5080810695
1828.125    1.4651489289
1828.2083333333 1.4234389829
1828.2916666667 1.3829164382
1828.375    1.3435474917
1828.4583333333 1.3052993026
1828.5416666667 1.2681399652
1828.625    1.2320384821
1828.7083333333 1.1969647381
1828.7916666667 1.1628894755
1828.875    1.1297842695
1828.9583333333 1.0976215044
1829.0416666667 1.0663743508
1829.125    1.036016743
1829.2083333333 1.0065233574
1829.2916666667 0.9778695913
1829.375    0.9500315422
1829.4583333333 0.9229859883
1829.5416666667 0.8967103689
1829.625    0.8711827654
1829.7083333333 0.8463818831
1829.7916666667 0.8222870339
1829.875    0.7988781182
1829.9583333333 0.7761356089
1830.0416666667 0.7540405347
1830.125    0.7325744644
1830.2083333333 0.7117194915
1830.2916666667 0.6914582191
1830.375    0.6717737458
1830.4583333333 0.6526496513
1830.5416666667 0.6340699826
1830.625    0.616019241
1830.7083333333 0.598482369
1830.7916666667 0.5814447377
1830.875    0.5648921347
1830.9583333333 0.5488107522
1831.0416666667 0.5331871754
1831.125    0.5180083715
1831.2083333333 0.5032616787
1831.2916666667 0.4889347956
1831.375    0.4750157711
1831.4583333333 0.4614929942
1831.5416666667 17.1765381602
1831.625    16.6875554611
1831.7083333333 16.2124931502
1831.7916666667 15.7509549411
1831.875    15.302555829
1831.9583333333 14.8669217692
1832.0416666667 14.4436893654
1832.125    14.0325055666
1832.2083333333 13.6330273723
1832.2916666667 13.2449215468
1832.375    12.8678643408
1832.4583333333 12.5015412215
1832.5416666667 12.1456466104
1832.625    11.7998836279
1832.7083333333 11.4639638464
1832.7916666667 11.137607049
1832.875    10.8205409962
1832.9583333333 10.5125011983
1833.0416666667 10.2132306956
1833.125    9.9224798431
1833.2083333333 9.6400061031
1833.2916666667 9.365573842
1833.375    9.0989541348
1833.4583333333 8.839924573
1833.5416666667 8.5882690801
1833.625    8.3437777305
1833.7083333333 8.1062465751
1833.7916666667 7.8754774706
1833.875    7.6512779145
1833.9583333333 7.4334608846
1834.0416666667 7.2218446827
1834.125    7.0162527833
1834.2083333333 6.8165136862
1834.2916666667 6.6224607734
1834.375    6.4339321704
1834.4583333333 6.2507706108
1834.5416666667 6.0728233052
1834.625    5.899941814
1834.7083333333 5.7319819232
1834.7916666667 5.5688035245
1834.875    5.4102704981
1834.9583333333 5.2562505992
1835.0416666667 5.1066153478
1835.125    4.9612399216
1835.2083333333 4.8200030515
1835.2916666667 4.682786921
1835.375    4.5494770674
1835.4583333333 4.4199622865
1835.5416666667 43.8783390275
1835.625    42.62920789
1835.7083333333 41.4156370912
1835.7916666667 40.2366142974
1835.875    39.0911559938
1835.9583333333 37.9783066646
1836.0416666667 36.8971379955
1836.125    35.8467480998
1836.2083333333 34.8262607655
1836.2916666667 33.8348247246
1836.375    32.8716129433
1836.4583333333 31.9358219316
1836.5416666667 31.0266710736
1836.625    30.1434019756
1836.7083333333 29.2852778344
1836.7916666667 28.4515828217
1836.875    27.6416214876
1836.9583333333 26.8547181805
1837.0416666667 26.090216483
1837.125    25.3474786649
1837.2083333333 24.6258851506
1837.2916666667 23.924834003
1837.375    23.2437404207
1837.4583333333 22.5820362506
1837.5416666667 21.9391695138
1837.625    21.314603945
1837.7083333333 20.7078185456
1837.7916666667 20.1183071487
1837.875    19.5455779969
1837.9583333333 18.9891533323
1838.0416666667 18.4485689978
1838.125    17.9233740499
1838.2083333333 17.4131303827
1838.2916666667 16.9174123623
1838.375    16.4358064716
1838.4583333333 15.9679109658
1838.5416666667 15.5133355368
1838.625    15.0717009878
1838.7083333333 14.6426389172
1838.7916666667 14.2257914108
1838.875    13.8208107438
1838.9583333333 13.4273590902
1839.0416666667 13.0451082415
1839.125    12.6737393324
1839.2083333333 12.3129425753
1839.2916666667 11.9624170015
1839.375    11.6218702104
1839.4583333333 11.2910181253
1839.5416666667 10.9695847569
1839.625    10.6573019725
1839.7083333333 10.3539092728
1839.7916666667 10.0591535743
1839.875    9.7727889984
1839.9583333333 9.4945766661
1840.0416666667 9.2242844989
1840.125    8.961687025
1840.2083333333 8.7065651914
1840.2916666667 8.4587061811
1840.375    8.2179032358
1840.4583333333 7.9839554829
1840.5416666667 7.7566677684
1840.625    7.5358504939
1840.7083333333 7.3213194586
1840.7916666667 7.1128957054
1840.875    6.9104053719
1840.9583333333 6.7136795451
1841.0416666667 6.5225541208
1841.125    6.3368696662
1841.2083333333 6.1564712877
1841.2916666667 5.9812085008
1841.375    5.8109351052
1841.4583333333 5.6455090627
1841.5416666667 5.4847923784
1841.625    5.3286509863
1841.7083333333 5.1769546364
1841.7916666667 5.0295767872
1841.875    4.8863944992
1841.9583333333 4.7472883331
1842.0416666667 4.6121422494
1842.125    4.4808435125
1842.2083333333 4.3532825957
1842.2916666667 4.2293530906
1842.375    4.1089516179
1842.4583333333 3.9919777415
1842.5416666667 3.8783338842
1842.625    3.767925247
1842.7083333333 3.6606597293
1842.7916666667 3.5564478527
1842.875    3.455202686
1842.9583333333 3.3568397726
1843.0416666667 3.2612770604
1843.125    3.1684348331
1843.2083333333 3.0782356438
1843.2916666667 2.9906042504
1843.375    2.9054675526
1843.4583333333 2.8227545313
1843.5416666667 2.7423961892
1843.625    2.6643254931
1843.7083333333 2.5884773182
1843.7916666667 2.5147883936
1843.875    2.4431972496
1843.9583333333 2.3736441665
1844.0416666667 2.3060711247
1844.125    2.2404217562
1844.2083333333 2.1766412978
1844.2916666667 2.1146765453
1844.375    2.054475809
1844.4583333333 1.9959888707
1844.5416666667 1.9391669421
1844.625    1.8839626235
1844.7083333333 1.8303298646
1844.7916666667 1.7782239264
1844.875    1.727601343
1844.9583333333 1.6784198863
1845.0416666667 1.6306385302
1845.125    1.5842174166
1845.2083333333 1.5391178219
1845.2916666667 1.4953021252
1845.375    1.4527337763
1845.4583333333 1.4113772657
1845.5416666667 1.3711980946
1845.625    1.3321627466
1845.7083333333 1.2942386591
1845.7916666667 1.2573941968
1845.875    1.2215986248
1845.9583333333 1.1868220833
1846.0416666667 1.1530355624
1846.125    1.1202108781
1846.2083333333 1.0883206489
1846.2916666667 1.0573382726
1846.375    1.0272379045
1846.4583333333 0.9979944354
1846.5416666667 0.969583471
1846.625    0.9419813117
1846.7083333333 0.9151649323
1846.7916666667 0.8891119632
1846.875    0.8638006715
1846.9583333333 0.8392099431
1847.0416666667 0.8153192651
1847.125    0.7921087083
1847.2083333333 0.769558911
1847.2916666667 0.7476510626
1847.375    0.7263668881
1847.4583333333 0.7056886328
1847.5416666667 0.6855990473
1847.625    0.6660813733
1847.7083333333 0.6471193296
1847.7916666667 0.6286970984
1847.875    0.6107993124
1847.9583333333 0.5934110416
1848.0416666667 0.5765177812
1848.125    0.5601054391
1848.2083333333 0.5441603245
1848.2916666667 0.5286691363
1848.375    0.5136189522
1848.4583333333 0.4989972177
1848.5416666667 0.4847917355
1848.625    0.4709906559
1848.7083333333 0.4575824662
1848.7916666667 0.4445559816
1848.875    0.4319003357
1848.9583333333 0.4196049716
1849.0416666667 0.4076596325
1849.125    0.3960543541
1849.2083333333 0.3847794555
1849.2916666667 0.3738255313
1849.375    0.3631834441
1849.4583333333 0.3528443164
1849.5416666667 0.3427995237
1849.625    0.3330406866
1849.7083333333 0.3235596648
1849.7916666667 0.3143485492
1849.875    0.3053996562
1849.9583333333 0.2967055208
1850.0416666667 0.2882588906
1850.125    0.2800527195
1850.2083333333 0.2720801622
1850.2916666667 0.2643345682
1850.375    0.2568094761
1850.4583333333 0.2494986088
1850.5416666667 0.2423958678
1850.625    0.2354953279
1850.7083333333 0.2287912331
1850.7916666667 0.2222779908
1850.875    0.2159501679
1850.9583333333 0.2098024858
1851.0416666667 0.2038298163
1851.125    0.1980271771
1851.2083333333 0.1923897277
1851.2916666667 0.1869127656
1851.375    0.181591722
1851.4583333333 0.1764221582
1851.5416666667 0.1713997618
1851.625    0.1665203433
1851.7083333333 0.1617798324
1851.7916666667 0.1571742746
1851.875    0.1526998281
1851.9583333333 0.1483527604
1852.0416666667 0.1441294453
1852.125    0.1400263598
1852.2083333333 0.1360400811
1852.2916666667 0.1321672841
1852.375    0.1284047381
1852.4583333333 0.1247493044
1852.5416666667 0.1211979339
1852.625    0.117747664
1852.7083333333 0.1143956165
1852.7916666667 0.1111389954
1852.875    0.1079750839
1852.9583333333 0.1049012429
1853.0416666667 0.1019149081
1853.125    0.0990135885
1853.2083333333 0.0961948639
1853.2916666667 0.0934563828
1853.375    0.090795861
1853.4583333333 0.0882110791
1853.5416666667 0.0856998809
1853.625    0.0832601717
1853.7083333333 0.0808899162
1853.7916666667 0.0785871373
1853.875    0.0763499141
1853.9583333333 0.0741763802
1854.0416666667 0.0720647226
1854.125    0.0700131799
1854.2083333333 0.0680200406
1854.2916666667 0.066083642
1854.375    0.064202369
1854.4583333333 0.0623746522
1854.5416666667 0.0605989669
1854.625    0.058873832
1854.7083333333 0.0571978083
1854.7916666667 0.0555694977
1854.875    0.053987542
1854.9583333333 0.0524506214
1855.0416666667 0.0509574541
1855.125    0.0495067943
1855.2083333333 0.0480974319
1855.2916666667 0.0467281914
1855.375    0.0453979305
1855.4583333333 0.0441055396
1855.5416666667 0.0428499405
1855.625    0.0416300858
1855.7083333333 0.0404449581
1855.7916666667 0.0392935686
1855.875    0.038174957
1855.9583333333 0.0370881901
1856.0416666667 0.0360323613
1856.125    0.0350065899
1856.2083333333 0.0340100203
1856.2916666667 0.033041821
1856.375    0.0321011845
1856.4583333333 0.0311873261
1856.5416666667 0.0302994835
1856.625    0.029436916
1856.7083333333 0.0285989041
1856.7916666667 0.0277847488
1856.875    0.026993771
1856.9583333333 0.0262253107
1857.0416666667 0.025478727
1857.125    0.0247533971
1857.2083333333 0.024048716
1857.2916666667 0.0233640957
1857.375    0.0226989653
1857.4583333333 0.0220527698
1857.5416666667 0.0214249702
1857.625    0.0208150429
1857.7083333333 0.020222479
1857.7916666667 0.0196467843
1857.875    0.0190874785
1857.9583333333 0.0185440951
1858.0416666667 0.0180161807
1858.125    0.017503295
1858.2083333333 0.0170050101
1858.2916666667 0.0165209105
1858.375    0.0160505923
1858.4583333333 0.0155936631
1858.5416666667 0.0151497417
1858.625    0.014718458
1858.7083333333 0.0142994521
1858.7916666667 0.0138923744
1858.875    0.0134968855
1858.9583333333 0.0131126554
1859.0416666667 0.0127393635
1859.125    0.0123766986
1859.2083333333 0.012024358
1859.2916666667 0.0116820479
1859.375    0.0113494826
1859.4583333333 0.0110263849
1859.5416666667 0.0107124851
1859.625    0.0104075215
1859.7083333333 0.0101112395
1859.7916666667 0.0098233922
1859.875    0.0095437393
1859.9583333333 0.0092720475
1860.0416666667 0.0090080903
1860.125    0.0087516475
1860.2083333333 0.0085025051
1860.2916666667 0.0082604553
1860.375    0.0080252961
1860.4583333333 0.0077968315
1860.5416666667 0.0075748709
1860.625    0.007359229
1860.7083333333 0.007149726
1860.7916666667 0.0069461872
1860.875    0.0067484427
1860.9583333333 0.0065563277
1861.0416666667 0.0063696818
1861.125    0.0061883493
1861.2083333333 0.006012179
1861.2916666667 0.0058410239
1861.375    0.0056747413
1861.4583333333 0.0055131924
1861.5416666667 4.172296698
1861.625    4.05351951
1861.7083333333 3.9381236781
1861.7916666667 3.8260129415
1861.875    3.7170937799
1861.9583333333 3.6112753355
1862.0416666667 3.5084693367
1862.125    3.4085900252
1862.2083333333 3.3115540837
1862.2916666667 3.2172805672
1862.375    3.1256908347
1862.4583333333 3.0367084841
1862.5416666667 2.9502592883
1862.625    2.8662711332
1862.7083333333 2.7846739579
1862.7916666667 2.7053996958
1862.875    2.6283822181
1862.9583333333 2.5535572784
1863.0416666667 2.4808624596
1863.125    2.4102371211
1863.2083333333 2.3416223489
1863.2916666667 2.2749609061
1863.375    2.2101971851
1863.4583333333 2.1472771616
1863.5416666667 2.086148349
1863.625    2.026759755
1863.7083333333 1.969061839
1863.7916666667 1.9130064707
1863.875    1.85854689
1863.9583333333 1.8056376677
1864.0416666667 1.7542346683
1864.125    1.7042950126
1864.2083333333 1.6557770419
1864.2916666667 1.6086402836
1864.375    1.5628454173
1864.4583333333 1.518354242
1864.5416666667 1.4751296441
1864.625    1.4331355666
1864.7083333333 1.392336979
1864.7916666667 1.3526998479
1864.875    1.314191109
1864.9583333333 1.2767786392
1865.0416666667 1.2404312298
1865.125    1.2051185605
1865.2083333333 1.1708111744
1865.2916666667 1.137480453
1865.375    1.1050985926
1865.4583333333 1.0736385808
1865.5416666667 1.0430741745
1865.625    1.0133798775
1865.7083333333 0.9845309195
