# Berkeley Interpolated
#
# Year    CO2 (ppm)
1783.2083333333 279.4784527142
1783.2916666667 279.4979268816
1783.375    279.5174296594
1783.4583333333 279.5369603821
1783.5416666667 279.5565183845
1783.625    279.5761030009
1783.7083333333 279.595713566
1783.7916666667 279.6153494144
1783.875    279.6350098805
1783.9583333333 279.654694299
1784.0416666667 279.6744020044
1784.125    279.6941323312
1784.2083333333 279.7138846141
1784.2916666667 279.7336581875
1784.375    279.7534523861
1784.4583333333 279.7732665444
1784.5416666667 279.7930999969
1784.625    279.8129520783
1784.7083333333 279.832822123
1784.7916666667 279.8527094657
1784.875    279.8726134408
1784.9583333333 279.8925333831
1785.0416666667 279.9124686269
1785.125    279.9324185069
1785.2083333333 279.9523823576
1785.2916666667 279.9723595137
1785.375    279.9923493095
1785.4583333333 280.0123510798
1785.5416666667 280.0323641591
1785.625    280.0523878819
1785.7083333333 280.0724215827
1785.7916666667 280.0924645962
1785.875    280.1125162569
1785.9583333333 280.1325758994
1786.0416666667 280.1526428582
1786.125    280.1727164679
1786.2083333333 280.192796063
1786.2916666667 280.2128809781
1786.375    280.2329705478
1786.4583333333 280.2530641066
1786.5416666667 280.2731609891
1786.625    280.2932605298
1786.7083333333 280.3133620633
1786.7916666667 280.3334649242
1786.875    280.3535684469
1786.9583333333 280.3736719662
1787.0416666667 280.3937748164
1787.125    280.4138763323
1787.2083333333 280.4339758483
1787.2916666667 280.454072699
1787.375    280.474166219
1787.4583333333 280.4942557429
1787.5416666667 280.5143406051
1787.625    280.5344201402
1787.7083333333 280.5544936829
1787.7916666667 280.5745605676
1787.875    280.5946201289
1787.9583333333 280.6146717014
1788.0416666667 280.6347146197
1788.125    280.6547482183
1788.2083333333 280.6747718317
1788.2916666667 280.6947847945
1788.375    280.7147864413
1788.4583333333 280.7347761067
1788.5416666667 280.7547531251
1788.625    280.7747168312
1788.7083333333 280.7946665595
1788.7916666667 280.8146016446
1788.875    280.834521421
1788.9583333333 280.8544252233
1789.0416666667 280.8743123861
1789.125    280.8941822438
1789.2083333333 280.9140341312
1789.2916666667 280.9338673826
1789.375    280.9536813328
1789.4583333333 280.9734753162
1789.5416666667 280.9932486674
1789.625    281.0130007209
1789.7083333333 281.0327308114
1789.7916666667 281.0524382733
1789.875    281.0721224413
1789.9583333333 281.0917826499
1790.0416666667 281.1114182337
1790.125    281.1310285272
1790.2083333333 281.1506128649
1790.2916666667 281.1701705815
1790.375    281.1897010115
1790.4583333333 281.2092034895
1790.5416666667 281.2286773499
1790.625    281.2481219274
1790.7083333333 281.2675365566
1790.7916666667 281.2869205719
1790.875    281.306273308
1790.9583333333 281.3255940994
1791.0416666667 281.3448822807
1791.125    281.3641371864
1791.2083333333 281.3833581511
1791.2916666667 281.4025445093
1791.375    281.4216955957
1791.4583333333 281.4408107447
1791.5416666667 281.4598892909
1791.625    281.4789305689
1791.7083333333 281.4979339132
1791.7916666667 281.5168986585
1791.875    281.5358241392
1791.9583333333 281.5547096899
1792.0416666667 281.5735546452
1792.125    281.5923583396
1792.2083333333 281.6111201077
1792.2916666667 281.6298392841
1792.375    281.6485152033
1792.4583333333 281.6671471999
1792.5416666667 281.6857346084
1792.625    281.7042767634
1792.7083333333 281.7227729994
1792.7916666667 281.7412226511
1792.875    281.7596250529
1792.9583333333 281.7779795394
1793.0416666667 281.7962854453
1793.125    281.8145421049
1793.2083333333 281.832748853
1793.2916666667 281.8509050241
1793.375    281.8690099526
1793.4583333333 281.8870629733
1793.5416666667 281.9050634205
1793.625    281.923010629
1793.7083333333 281.9409039333
1793.7916666667 281.9587426678
1793.875    281.9765261673
1793.9583333333 281.9942537662
1794.0416666667 282.011924799
1794.125    282.0295386005
1794.2083333333 282.047094505
1794.2916666667 282.0645918472
1794.375    282.0820299617
1794.4583333333 282.0994081829
1794.5416666667 282.1167258455
1794.625    282.133982284
1794.7083333333 282.1511768329
1794.7916666667 282.1683088269
1794.875    282.1853776005
1794.9583333333 282.2023824882
1795.0416666667 282.2193228246
1795.125    282.2361979443
1795.2083333333 282.2530071818
1795.2916666667 282.2697498717
1795.375    282.2864253486
1795.4583333333 282.3030329469
1795.5416666667 282.3195720013
1795.625    282.3360418463
1795.7083333333 282.3524418165
1795.7916666667 282.3687712464
1795.875    282.3850294706
1795.9583333333 282.4012158237
1796.0416666667 282.4173296402
1796.125    282.4333702547
1796.2083333333 282.4493370016
1796.2916666667 282.4652292157
1796.375    282.4810462315
1796.4583333333 282.4967873834
1796.5416666667 282.5124520061
1796.625    282.5280394341
1796.7083333333 282.5435490021
1796.7916666667 282.5589800444
1796.875    282.5743318958
1796.9583333333 282.5896038907
1797.0416666667 282.6047953638
1797.125    282.6199056495
1797.2083333333 282.6349340825
1797.2916666667 282.6498799973
1797.375    282.6647427284
1797.4583333333 282.6795216105
1797.5416666667 282.694215978
1797.625    282.7088251656
1797.7083333333 282.7233485078
1797.7916666667 282.7377853391
1797.875    282.7521349941
1797.9583333333 282.7663968074
1798.0416666667 282.7805701136
1798.125    282.7946542471
1798.2083333333 282.8086485426
1798.2916666667 282.8225523346
1798.375    282.8363649576
1798.4583333333 282.8500857463
1798.5416666667 282.8637140352
1798.625    282.8772491588
1798.7083333333 282.8906904517
1798.7916666667 282.9040372485
1798.875    282.9172888837
1798.9583333333 282.9304446919
1799.0416666667 282.9435040076
1799.125    282.9564661655
1799.2083333333 282.9693304999
1799.2916666667 282.9820963457
1799.375    282.9947630371
1799.4583333333 283.007329909
1799.5416666667 283.0197962957
1799.625    283.0321615318
1799.7083333333 283.044424952
1799.7916666667 283.0565858908
1799.875    283.0686436827
1799.9583333333 283.0805976623
1800.0416666667 283.092447188
1800.125    283.1041921696
1800.2083333333 283.1158330673
1800.2916666667 283.1273703659
1800.375    283.1388045496
1800.4583333333 283.1501361031
1800.5416666667 283.1613655108
1800.625    283.1724932572
1800.7083333333 283.1835198268
1800.7916666667 283.194445704
1800.875    283.2052713734
1800.9583333333 283.2159973194
1801.0416666667 283.2266240266
1801.125    283.2371519794
1801.2083333333 283.2475816623
1801.2916666667 283.2579135598
1801.375    283.2681481564
1801.4583333333 283.2782859366
1801.5416666667 283.2883273848
1801.625    283.2982729855
1801.7083333333 283.3081232233
1801.7916666667 283.3178785826
1801.875    283.3275395479
1801.9583333333 283.3371066037
1802.0416666667 283.3465802345
1802.125    283.3559609247
1802.2083333333 283.3652491589
1802.2916666667 283.3744454216
1802.375    283.3835501971
1802.4583333333 283.3925639701
1802.5416666667 283.401487225
1802.625    283.4103204463
1802.7083333333 283.4190641184
1802.7916666667 283.4277187259
1802.875    283.4362847533
1802.9583333333 283.444762685
1803.0416666667 283.4531530055
1803.125    283.4614561994
1803.2083333333 283.469672751
1803.2916666667 283.477803145
1803.375    283.4858478657
1803.4583333333 283.4938073976
1803.5416666667 283.5016822254
1803.625    283.5094728333
1803.7083333333 283.517179706
1803.7916666667 283.5248033279
1803.875    283.5323441835
1803.9583333333 283.5398027573
1804.0416666667 283.5471795337
1804.125    283.5544749973
1804.2083333333 283.5616896326
1804.2916666667 283.568823924
1804.375    283.575878356
1804.4583333333 283.5828534131
1804.5416666667 283.5897495798
1804.625    283.5965673406
1804.7083333333 283.60330718
1804.7916666667 283.6099695825
1804.875    283.6165550324
1804.9583333333 283.6230640144
1805.0416666667 283.629497013
1805.125    283.6358545125
1805.2083333333 283.6421369975
1805.2916666667 283.6483449526
1805.375    283.654478862
1805.4583333333 283.6605392105
1805.5416666667 283.6665264824
1805.625    283.6724411622
1805.7083333333 283.6782837344
1805.7916666667 283.6840546835
1805.875    283.6897544941
1805.9583333333 283.6953836505
1806.0416666667 283.7009426372
1806.125    283.7064319389
1806.2083333333 283.7118520398
1806.2916666667 283.7172034246
1806.375    283.7224865777
1806.4583333333 283.7277019836
1806.5416666667 283.7328501268
1806.625    283.7379314918
1806.7083333333 283.7429465631
1806.7916666667 283.747895825
1806.875    283.7527797623
1806.9583333333 283.7575988592
1807.0416666667 283.7623536004
1807.125    283.7670444703
1807.2083333333 283.7716719533
1807.2916666667 283.7762365341
1807.375    283.780738697
1807.4583333333 283.7851789265
1807.5416666667 283.7895577072
1807.625    283.7938755235
1807.7083333333 283.7981328599
1807.7916666667 283.8023302009
1807.875    283.806468031
1807.9583333333 283.8105468347
1808.0416666667 283.8145670964
1808.125    283.8185293007
1808.2083333333 283.822433932
1808.2916666667 283.8262814749
1808.375    283.8300724137
1808.4583333333 283.8338072331
1808.5416666667 283.8374864174
1808.625    283.8411104512
1808.7083333333 283.8446798189
1808.7916666667 283.8481950051
1808.875    283.8516564943
1808.9583333333 283.8550647708
1809.0416666667 283.8584203193
1809.125    283.8617236241
1809.2083333333 283.8649751699
1809.2916666667 283.868175441
1809.375    283.8713249219
1809.4583333333 283.8744240972
1809.5416666667 283.8774734513
1809.625    283.8804734688
1809.7083333333 283.883424634
1809.7916666667 283.8863274316
1809.875    283.8891823459
1809.9583333333 283.8919898615
1810.0416666667 283.8947504628
1810.125    283.8974646344
1810.2083333333 283.9001328607
1810.2916666667 283.9027556262
1810.375    283.9053334155
1810.4583333333 283.9078667129
1810.5416666667 283.910356003
1810.625    283.9128017702
1810.7083333333 283.9152044991
1810.7916666667 283.9175646742
1810.875    283.9198827798
1810.9583333333 283.9221593006
1811.0416666667 283.924394721
1811.125    283.9265895255
1811.2083333333 283.9287441985
1811.2916666667 283.9308592246
1811.375    283.9329350883
1811.4583333333 283.934972274
1811.5416666667 283.9369712662
1811.625    283.9389325494
1811.7083333333 283.9408566082
1811.7916666667 283.9427439269
1811.875    283.9445949901
1811.9583333333 283.9464102822
1812.0416666667 283.9481902878
1812.125    283.9499354913
1812.2083333333 283.9516463773
1812.2916666667 283.9533234301
1812.375    283.9549671344
1812.4583333333 283.9565779745
1812.5416666667 283.958156435
1812.625    283.9597030004
1812.7083333333 283.9612181551
1812.7916666667 283.9627023836
1812.875    283.9641561705
1812.9583333333 283.9655800001
1813.0416666667 283.9669743571
1813.125    283.9683397258
1813.2083333333 283.9696765908
1813.2916666667 283.9709854366
1813.375    283.9722667476
1813.4583333333 283.9735210083
1813.5416666667 283.9747487033
1813.625    283.9759503169
1813.7083333333 283.9771263338
1813.7916666667 283.9782772383
1813.875    283.979403515
1813.9583333333 283.9805056483
1814.0416666667 283.9815841228
1814.125    283.9826394229
1814.2083333333 283.9836720332
1814.2916666667 283.984682438
1814.375    283.9856711219
1814.4583333333 283.9866385694
1814.5416666667 283.987585265
1814.625    283.9885116931
1814.7083333333 283.9894183382
1814.7916666667 283.9903056849
1814.875    283.9911742176
1814.9583333333 283.9920244208
1815.0416666667 283.9928567789
1815.125    283.9936717766
1815.2083333333 283.9944698982
1815.2916666667 283.9952516283
1815.375    283.9960174513
1815.4583333333 283.9967678517
1815.5416666667 283.997503314
1815.625    283.9982243227
1815.7083333333 283.9989313623
1815.7916666667 283.9996249173
1815.875    284.0003054722
1815.9583333333 284.0009735113
1816.0416666667 284.0016295194
1816.125    284.0022739807
1816.2083333333 284.0029073799
1816.2916666667 284.0035302013
1816.375    284.0041429295
1816.4583333333 284.004746049
1816.5416666667 284.0053400443
1816.625    284.0059253998
1816.7083333333 284.0065026
1816.7916666667 284.0070721295
1816.875    284.0076344726
1816.9583333333 284.008190114
1817.0416666667 284.008739538
1817.125    284.0092832292
1817.2083333333 284.0098216721
1817.2916666667 284.0103553511
1817.375    284.0108847507
1817.4583333333 284.0114103555
1817.5416666667 284.0119326498
1817.625    284.0124521182
1817.7083333333 284.0129692453
1817.7916666667 284.0134845153
1817.875    284.013998413
1817.9583333333 284.0145114227
1818.0416666667 284.0150240289
1818.125    284.0155367161
1818.2083333333 284.0160499688
1818.2916666667 284.0165642715
1818.375    284.0170801087
1818.4583333333 284.0175979648
1818.5416666667 284.0181183244
1818.625    284.018641672
1818.7083333333 284.0191684919
1818.7916666667 284.0196992688
1818.875    284.0202344871
1818.9583333333 284.0207746313
1819.0416666667 284.0213201858
1819.125    284.0218716352
1819.2083333333 284.0224294639
1819.2916666667 284.0229941565
1819.375    284.0235661974
1819.4583333333 284.0241460711
1819.5416666667 284.0247342622
1819.625    284.0253312549
1819.7083333333 284.025937534
1819.7916666667 284.0265535838
1819.875    284.0271798889
1819.9583333333 284.0278169337
1820.0416666667 284.0284652028
1820.125    284.0291251805
1820.2083333333 284.0297973514
1820.2916666667 284.0304822
1820.375    284.0311802108
1820.4583333333 284.0318918683
1820.5416666667 284.0326176569
1820.625    284.0333580611
1820.7083333333 284.0341135654
1820.7916666667 284.0348846543
1820.875    284.0356718124
1820.9583333333 284.036475524
1821.0416666667 284.0372962737
1821.125    284.0381345459
1821.2083333333 284.0389908252
1821.2916666667 284.039865596
1821.375    284.0407593428
1821.4583333333 284.0416725502
1821.5416666667 284.0426057025
1821.625    284.0435592843
1821.7083333333 284.04453378
1821.7916666667 284.0455296743
1821.875    284.0465474514
1821.9583333333 284.047587596
1822.0416666667 284.0486505925
1822.125    284.0497369254
1822.2083333333 284.0508470792
1822.2916666667 284.0519815384
1822.375    284.0531407874
1822.4583333333 284.0543253108
1822.5416666667 284.055535593
1822.625    284.0567721185
1822.7083333333 284.0580353719
1822.7916666667 284.0593258375
1822.875    284.060644
1822.9583333333 284.0619903437
1823.0416666667 284.0633653531
1823.125    284.0647695129
1823.2083333333 284.0662033073
1823.2916666667 284.067667221
1823.375    284.0691617384
1823.4583333333 284.070687344
1823.5416666667 284.0722445223
1823.625    284.0738337577
1823.7083333333 284.0754555348
1823.7916666667 284.077110338
1823.875    284.0787986519
1823.9583333333 284.0805209609
1824.0416666667 284.0822777495
1824.125    284.0840695022
1824.2083333333 284.0858967035
1824.2916666667 284.0877598379
1824.375    284.0896593898
1824.4583333333 284.0915958438
1824.5416666667 284.0935696843
1824.625    284.0955813958
1824.7083333333 284.0976314628
1824.7916666667 284.0997203698
1824.875    284.1018486013
1824.9583333333 284.1040166417
1825.0416666667 284.1062249627
1825.125    284.1084737381
1825.2083333333 284.1107628444
1825.2916666667 284.1130921449
1825.375    284.115461503
1825.4583333333 284.1178707822
1825.5416666667 284.1203198458
1825.625    284.1228085574
1825.7083333333 284.1253367802
1825.7916666667 284.1279043777
1825.875    284.1305112134
1825.9583333333 284.1331571506
1826.0416666667 284.1358420527
1826.125    284.1385657832
1826.2083333333 284.1413282055
1826.2916666667 284.1441291829
1826.375    284.146968579
1826.4583333333 284.149846257
1826.5416666667 284.1527620805
1826.625    284.1557159129
1826.7083333333 284.1587076174
1826.7916666667 284.1617370577
1826.875    284.164804097
1826.9583333333 284.1679085988
1827.0416666667 284.1710504265
1827.125    284.1742294435
1827.2083333333 284.1774455133
1827.2916666667 284.1806984992
1827.375    284.1839882646
1827.4583333333 284.187314673
1827.5416666667 284.1906775878
1827.625    284.1940768724
1827.7083333333 284.1975123902
1827.7916666667 284.2009840046
1827.875    284.204491579
1827.9583333333 284.2080349769
1828.0416666667 284.2116140616
1828.125    284.2152286966
1828.2083333333 284.2188787453
1828.2916666667 284.2225640711
1828.375    284.2262845374
1828.4583333333 284.2300400076
1828.5416666667 284.2338303452
1828.625    284.2376554135
1828.7083333333 284.2415150759
1828.7916666667 284.2454091959
1828.875    284.249337637
1828.9583333333 284.2533002624
1829.0416666667 284.2572969356
1829.125    284.26132752
1829.2083333333 284.2653918791
1829.2916666667 284.2694898763
1829.375    284.2736213749
1829.4583333333 284.2777862383
1829.5416666667 284.2819843301
1829.625    284.2862155136
1829.7083333333 284.2904796522
1829.7916666667 284.2947766093
1829.875    284.2991062483
1829.9583333333 284.3034684327
1830.0416666667 284.3078630259
1830.125    284.3122898913
1830.2083333333 284.3167488922
1830.2916666667 284.3212398922
1830.375    284.3257627545
1830.4583333333 284.3303173427
1830.5416666667 284.3349035202
1830.625    284.3395211503
1830.7083333333 284.3441700965
1830.7916666667 284.3488502221
1830.875    284.3535613907
1830.9583333333 284.3583034655
1831.0416666667 284.3630763101
1831.125    284.3678797878
1831.2083333333 284.3727137621
1831.2916666667 284.3775780963
1831.375    284.3824726539
1831.4583333333 284.3873972983
1831.5416666667 284.3923518929
1831.625    284.3973363011
1831.7083333333 284.4023503863
1831.7916666667 284.407394012
1831.875    284.4124670415
1831.9583333333 284.4175693383
1832.0416666667 284.4227007657
1832.125    284.4278611873
1832.2083333333 284.4330504663
1832.2916666667 284.4382684663
1832.375    284.4435150506
1832.4583333333 284.4487900826
1832.5416666667 284.4540934258
1832.625    284.4594249436
1832.7083333333 284.4647844993
1832.7916666667 284.4701719564
1832.875    284.4755871783
1832.9583333333 284.4810300285
1833.0416666667 284.4865003703
1833.125    284.4919980671
1833.2083333333 284.4975229824
1833.2916666667 284.5030749796
1833.375    284.508653922
1833.4583333333 284.5142596731
1833.5416666667 284.5198920964
1833.625    284.5255510552
1833.7083333333 284.5312364129
1833.7916666667 284.5369480329
1833.875    284.5426857787
1833.9583333333 284.5484495137
1834.0416666667 284.5542391013
1834.125    284.5600544049
1834.2083333333 284.5658952878
1834.2916666667 284.5717616137
1834.375    284.5776532457
1834.4583333333 284.5835700474
1834.5416666667 284.5895118822
1834.625    284.5954786134
1834.7083333333 284.6014701046
1834.7916666667 284.607486219
1834.875    284.6135268202
1834.9583333333 284.6195917714
1835.0416666667 284.6256809363
1835.125    284.631794178
1835.2083333333 284.6379313602
1835.2916666667 284.6440923461
1835.375    284.6502769992
1835.4583333333 284.656485183
1835.5416666667 284.6627167607
1835.625    284.6689715959
1835.7083333333 284.6752495519
1835.7916666667 284.6815504922
1835.875    284.6878742802
1835.9583333333 284.6942207792
1836.0416666667 284.7005898527
1836.125    284.7069813642
1836.2083333333 284.713395177
1836.2916666667 284.7198311545
1836.375    284.7262891601
1836.4583333333 284.7327690573
1836.5416666667 284.7392707095
1836.625    284.7457939801
1836.7083333333 284.7523387325
1836.7916666667 284.7589048301
1836.875    284.7654921363
1836.9583333333 284.7721005146
1837.0416666667 284.7787298283
1837.125    284.7853799408
1837.2083333333 284.7920507157
1837.2916666667 284.7987420162
1837.375    284.8054537059
1837.4583333333 284.812185648
1837.5416666667 284.8189377061
1837.625    284.8257097436
1837.7083333333 284.8325016237
1837.7916666667 284.8393132101
1837.875    284.846144366
1837.9583333333 284.852994955
1838.0416666667 284.8598648403
1838.125    284.8667538855
1838.2083333333 284.8736619539
1838.2916666667 284.8805889089
1838.375    284.887534614
1838.4583333333 284.8944989326
1838.5416666667 284.901481728
1838.625    284.9084828638
1838.7083333333 284.9155022032
1838.7916666667 284.9225396098
1838.875    284.9295949469
1838.9583333333 284.936668078
1839.0416666667 284.9437588664
1839.125    284.9508671757
1839.2083333333 284.9579928691
1839.2916666667 284.96513581
1839.375    284.9722958621
1839.4583333333 284.9794728885
1839.5416666667 284.9866667528
1839.625    284.9938773183
1839.7083333333 285.0011044485
1839.7916666667 285.0083480068
1839.875    285.0156078565
1839.9583333333 285.0228838612
1840.0416666667 285.0301758842
1840.125    285.0374837889
1840.2083333333 285.0448074387
1840.2916666667 285.0521466972
1840.375    285.0595014275
1840.4583333333 285.0668714933
1840.5416666667 285.0742567579
1840.625    285.0816570846
1840.7083333333 285.089072337
1840.7916666667 285.0965023784
1840.875    285.1039470723
1840.9583333333 285.111406282
1841.0416666667 285.118879871
1841.125    285.1263677027
1841.2083333333 285.1338696405
1841.2916666667 285.1413855478
1841.375    285.148915288
1841.4583333333 285.1564587245
1841.5416666667 285.1640157208
1841.625    285.1715861403
1841.7083333333 285.1791698463
1841.7916666667 285.1867667024
1841.875    285.1943765718
1841.9583333333 285.201999318
1842.0416666667 285.2096348045
1842.125    285.2172828946
1842.2083333333 285.2249434518
1842.2916666667 285.2326163394
1842.375    285.2403014209
1842.4583333333 285.2479985597
1842.5416666667 285.2557076192
1842.625    285.2634284628
1842.7083333333 285.271160954
1842.7916666667 285.2789049561
1842.875    285.2866603325
1842.9583333333 285.2944269468
1843.0416666667 285.3022046622
1843.125    285.3099933422
1843.2083333333 285.3177928502
1843.2916666667 285.3256030496
1843.375    285.3334238039
1843.4583333333 285.3412549764
1843.5416666667 285.3490964305
1843.625    285.3569480298
1843.7083333333 285.3648096375
1843.7916666667 285.3726811171
1843.875    285.3805623321
1843.9583333333 285.3884531457
1844.0416666667 285.3963534215
1844.125    285.4042630229
1844.2083333333 285.4121818132
1844.2916666667 285.4201096559
1844.375    285.4280464143
1844.4583333333 285.435991952
1844.5416666667 285.4439461323
1844.625    285.4519088186
1844.7083333333 285.4598798744
1844.7916666667 285.467859163
1844.875    285.4758465479
1844.9583333333 285.4838418924
1845.0416666667 285.4918450601
1845.125    285.4998559142
1845.2083333333 285.5078743183
1845.2916666667 285.5159001357
1845.375    285.5239332299
1845.4583333333 285.5319734642
1845.5416666667 285.540020702
1845.625    285.5480748069
1845.7083333333 285.5561356422
1845.7916666667 285.5642030712
1845.875    285.5722769575
1845.9583333333 285.5803571644
1846.0416666667 285.5884435554
1846.125    285.5965359938
1846.2083333333 285.6046343431
1846.2916666667 285.6127384667
1846.375    285.620848228
1846.4583333333 285.6289634904
1846.5416666667 285.6370841173
1846.625    285.6452099721
1846.7083333333 285.6533409183
1846.7916666667 285.6614768193
1846.875    285.6696175385
1846.9583333333 285.6777629392
1847.0416666667 285.6859128849
1847.125    285.6940672391
1847.2083333333 285.7022258651
1847.2916666667 285.7103886263
1847.375    285.7185553862
1847.4583333333 285.7267260081
1847.5416666667 285.7349003555
1847.625    285.7430782919
1847.7083333333 285.7512596805
1847.7916666667 285.7594443848
1847.875    285.7676322683
1847.9583333333 285.7758231943
1848.0416666667 285.7840170263
1848.125    285.7922136276
1848.2083333333 285.8004128618
1848.2916666667 285.8086145921
1848.375    285.816818682
1848.4583333333 285.825024995
1848.5416666667 285.8332333943
1848.625    285.8414437436
1848.7083333333 285.8496559061
1848.7916666667 285.8578697453
1848.875    285.8660851245
1848.9583333333 285.8743019073
1849.0416666667 285.8825199569
1849.125    285.8907391369
1849.2083333333 285.8989593107
1849.2916666667 285.9071803415
1849.375    285.915402093
1849.4583333333 285.9236244284
1849.5416666667 285.9318472112
1849.625    285.9400703048
1849.7083333333 285.9482935727
1849.7916666667 285.9565168781
1849.875    285.9647400846
1849.9583333333 285.9729630556
1850.0416666667 285.9811856624
1850.125    285.9894079601
1850.2083333333 285.9976301875
1850.2916666667 286.0058525912
1850.375    286.0140754179
1850.4583333333 286.0222989144
1850.5416666667 286.0305233273
1850.625    286.0387489034
1850.7083333333 286.0469758893
1850.7916666667 286.0552045319
1850.875    286.0634350777
1850.9583333333 286.0716677734
1851.0416666667 286.0799028659
1851.125    286.0881406017
1851.2083333333 286.0963812277
1851.2916666667 286.1046249904
1851.375    286.1128721367
1851.4583333333 286.1211229131
1851.5416666667 286.1293775665
1851.625    286.1376363435
1851.7083333333 286.1458994908
1851.7916666667 286.1541672552
1851.875    286.1624398833
1851.9583333333 286.1707176218
1852.0416666667 286.1790007175
1852.125    286.187289417
1852.2083333333 286.1955839671
1852.2916666667 286.2038846145
1852.375    286.2121916058
1852.4583333333 286.2205051878
1852.5416666667 286.2288256072
1852.625    286.2371531106
1852.7083333333 286.2454879449
1852.7916666667 286.2538303566
1852.875    286.2621805926
1852.9583333333 286.2705388994
1853.0416666667 286.2789055239
1853.125    286.2872807127
1853.2083333333 286.2956647125
1853.2916666667 286.30405777
1853.375    286.3124601319
1853.4583333333 286.320872045
1853.5416666667 286.329293756
1853.625    286.3377255115
1853.7083333333 286.3461675582
1853.7916666667 286.3546201429
1853.875    286.3630835122
1853.9583333333 286.371557913
1854.0416666667 286.3800435918
1854.125    286.3885407953
1854.2083333333 286.3970497704
1854.2916666667 286.4055707637
1854.375    286.4141040218
1854.4583333333 286.4226497916
1854.5416666667 286.4312083196
1854.625    286.4397798527
1854.7083333333 286.4483646375
1854.7916666667 286.4569629207
1854.875    286.465574949
1854.9583333333 286.4742009691
1855.0416666667 286.4828412278
1855.125    286.4914959718
1855.2083333333 286.5001654477
1855.2916666667 286.5088499022
1855.375    286.5175495821
1855.4583333333 286.5262647341
1855.5416666667 286.5349956048
1855.625    286.543742441
1855.7083333333 286.5525054894
1855.7916666667 286.5612849967
1855.875    286.5700812095
1855.9583333333 286.5788943747
1856.0416666667 286.5877247388
1856.125    286.5965725487
1856.2083333333 286.6054380509
1856.2916666667 286.6143214923
1856.375    286.6232231195
1856.4583333333 286.6321431793
1856.5416666667 286.6410819182
1856.625    286.6500395831
1856.7083333333 286.6590164207
1856.7916666667 286.6680126776
1856.875    286.6770286005
1856.9583333333 286.6860644362
1857.0416666667 286.6951204314
1857.125    286.7041968327
1857.2083333333 286.7132938869
1857.2916666667 286.7224118407
1857.375    286.7315509408
1857.4583333333 286.7407114338
1857.5416666667 286.7498935666
1857.625    286.7590975857
1857.7083333333 286.768323738
1857.7916666667 286.7775722701
1857.875    286.7868434287
1857.9583333333 286.7961374605
1858.0416666667 286.8054546122
1858.125    286.8147951306
1858.2083333333 286.8241592623
1858.2916666667 286.833547254
1858.375    286.8429593525
1858.4583333333 286.8523958045
1858.5416666667 286.8618568566
1858.625    286.8713427555
1858.7083333333 286.8808537481
1858.7916666667 286.8903900809
1858.875    286.8999520007
1858.9583333333 286.9095397541
1859.0416666667 286.919153588
1859.125    286.928793749
1859.2083333333 286.9384604837
1859.2916666667 286.948154039
1859.375    286.9578746615
1859.4583333333 286.9676225979
1859.5416666667 286.9773980949
1859.625    286.9872013992
1859.7083333333 286.9970327576
1859.7916666667 287.0068924167
1859.875    287.0167806233
1859.9583333333 287.026697624
1860.0416666667 287.0366436589
1860.125    287.0466188168
1860.2083333333 287.0566230347
1860.2916666667 287.0666562432
1860.375    287.0767183729
1860.4583333333 287.0868093543
1860.5416666667 287.096929118
1860.625    287.1070775946
1860.7083333333 287.1172547145
1860.7916666667 287.1274604085
1860.875    287.1376946069
1860.9583333333 287.1479572405
1861.0416666667 287.1582482397
1861.125    287.1685675351
1861.2083333333 287.1789150573
1861.2916666667 287.1892907369
1861.375    287.1996945043
1861.4583333333 287.2101262902
1861.5416666667 287.2205860251
1861.625    287.2310736396
1861.7083333333 287.2415890642
1861.7916666667 287.2521322295
1861.875    287.2627030661
1861.9583333333 287.2733015045
1862.0416666667 287.2839274753
1862.125    287.294580909
1862.2083333333 287.3052617362
1862.2916666667 287.3159698875
1862.375    287.3267052934
1862.4583333333 287.3374678845
1862.5416666667 287.3482575914
1862.625    287.3590743445
1862.7083333333 287.3699180745
1862.7916666667 287.380788712
1862.875    287.3916861874
1862.9583333333 287.4026104314
1863.0416666667 287.4135613745
1863.125    287.4245389472
1863.2083333333 287.4355430802
1863.2916666667 287.446573704
1863.375    287.4576307491
1863.4583333333 287.4687141462
1863.5416666667 287.4798238257
1863.625    287.4909597182
1863.7083333333 287.5021217544
1863.7916666667 287.5133098646
1863.875    287.5245239797
1863.9583333333 287.5357640299
1864.0416666667 287.5470299461
1864.125    287.5583216586
1864.2083333333 287.5696390981
1864.2916666667 287.5809821951
1864.375    287.5923508801
1864.4583333333 287.6037450839
1864.5416666667 287.6151647368
1864.625    287.6266097695
1864.7083333333 287.6380801125
1864.7916666667 287.6495756964
1864.875    287.6610964517
1864.9583333333 287.672642309
1865.0416666667 287.6842131989
1865.125    287.6958090519
1865.2083333333 287.7074297986
1865.2916666667 287.7190753696
1865.375    287.7307456954
1865.4583333333 287.7424407065
1865.5416666667 287.7541603336
1865.625    287.7659045071
1865.7083333333 287.7776731577
1865.7916666667 287.7894662159
1865.875    287.8012836123
1865.9583333333 287.8131252774
1866.0416666667 287.8249911418
1866.125    287.8368811361
1866.2083333333 287.8487951908
1866.2916666667 287.8607332364
1866.375    287.8726952036
1866.4583333333 287.8846810229
1866.5416666667 287.8966906248
1866.625    287.90872394
1866.7083333333 287.9207808989
1866.7916666667 287.9328614322
1866.875    287.9449654703
1866.9583333333 287.957092944
